# Time (s), V_L (m^3), BOG (kg/s), Tv_avg (K), Q_V (W), BL (kg/s)
2.040000000000000000e+03, 1.905967084531736159e-03, 1.639779703028917140e-07, 2.399374356377862796e+02, 1.480795917915556648e-01, 1.503610239231702867e-07
2.100000000000000000e+03, 1.906833675180688407e-03, 1.639295830934005320e-07, 2.399401400172607168e+02, 1.480462224629160717e-01, 1.503750668678947560e-07
2.160000000000000000e+03, 1.907700264304673654e-03, 1.638942845165631980e-07, 2.399426878530412637e+02, 1.480132537115509406e-01, 1.503929292435264153e-07
2.220000000000000000e+03, 1.908566852100679941e-03, 1.638617147936453440e-07, 2.399450769408339568e+02, 1.479806909219306410e-01, 1.504125521155731733e-07
2.280000000000000000e+03, 1.909433438577250348e-03, 1.638135347996813081e-07, 2.399473150699498376e+02, 1.479485140769960239e-01, 1.504334289163188116e-07
2.340000000000000000e+03, 1.910300023884847851e-03, 1.637497707524218354e-07, 2.399492936052529615e+02, 1.479169990620694264e-01, 1.504383891546274743e-07
2.400000000000000000e+03, 1.911166608011668957e-03, 1.637280548678279562e-07, 2.399511229047275833e+02, 1.478858650986908385e-01, 1.504419010390172786e-07
2.460000000000000000e+03, 1.912033191032211366e-03, 1.637171624577743124e-07, 2.399529521166616917e+02, 1.478547330564596030e-01, 1.504641273820515381e-07
2.520000000000000000e+03, 1.912899773114315645e-03, 1.636673870713784143e-07, 2.399545848982963321e+02, 1.478241016668697949e-01, 1.504755380449053411e-07
2.580000000000000000e+03, 1.913766354261502633e-03, 1.636355087865538806e-07, 2.399560497842365692e+02, 1.477938981929307893e-01, 1.504790801594349530e-07
2.640000000000000000e+03, 1.914632934464776271e-03, 1.636296200177352170e-07, 2.399574719825569105e+02, 1.477638044744809531e-01, 1.504917185898372737e-07
2.700000000000000000e+03, 1.915499513892733466e-03, 1.636002223766375084e-07, 2.399588271373061730e+02, 1.477338822821956388e-01, 1.505089335237949934e-07
2.760000000000000000e+03, 1.916366092607493582e-03, 1.635502299558629057e-07, 2.399599716660756883e+02, 1.477044959797172430e-01, 1.505090712413825862e-07
2.820000000000000000e+03, 1.917232670525045044e-03, 1.635439048793511926e-07, 2.399610279473022842e+02, 1.476753347029957919e-01, 1.505088937069493913e-07
2.880000000000000000e+03, 1.918099247757767360e-03, 1.635387767925903819e-07, 2.399621364466101738e+02, 1.476460419102655908e-01, 1.505278438856786891e-07
2.940000000000000000e+03, 1.918965824456631995e-03, 1.635023866511608410e-07, 2.399630494621906394e+02, 1.476172460747169346e-01, 1.505294126779978576e-07
3.000000000000000000e+03, 1.919832400436814572e-03, 1.634959117539413712e-07, 2.399639315522940706e+02, 1.475885295343426773e-01, 1.505366240427399648e-07
3.060000000000000000e+03, 1.920698975957624375e-03, 1.634769810737308424e-07, 2.399647632797750987e+02, 1.475599415323281260e-01, 1.505460022610046902e-07
3.120000000000000000e+03, 1.921565550935993519e-03, 1.634619901305870711e-07, 2.399654765307702746e+02, 1.475316547107699550e-01, 1.505470843633260130e-07
3.180000000000000000e+03, 1.922432125401957875e-03, 1.634568316980716700e-07, 2.399662125531962431e+02, 1.475033108255482395e-01, 1.505596795681973175e-07
3.240000000000000000e+03, 1.923298699528493876e-03, 1.634276699500798685e-07, 2.399668200062611163e+02, 1.474752935017751565e-01, 1.505613838385241112e-07
3.300000000000000000e+03, 1.924165273058363280e-03, 1.634201756363217918e-07, 2.399673716473615173e+02, 1.474474181887393265e-01, 1.505621916539430782e-07
3.360000000000000000e+03, 1.925031846286155094e-03, 1.634143990987920482e-07, 2.399679297540713776e+02, 1.474195270046855522e-01, 1.505706244861398608e-07
3.420000000000000000e+03, 1.925898419122719276e-03, 1.634062725195364808e-07, 2.399683966467859761e+02, 1.473918674135980267e-01, 1.505721216059978062e-07
3.480000000000000000e+03, 1.926764991590721940e-03, 1.633898479670846575e-07, 2.399688974200354039e+02, 1.473641224443265341e-01, 1.505843469139738599e-07
3.540000000000000000e+03, 1.927631563740793809e-03, 1.633704782814305877e-07, 2.399691929710433840e+02, 1.473368976447165246e-01, 1.505723441301894243e-07
3.600000000000000000e+03, 1.928498135495729064e-03, 1.633821809975267117e-07, 2.399696498161938791e+02, 1.473092647387774234e-01, 1.505887425411806954e-07
3.660000000000000000e+03, 1.929364707031995052e-03, 1.633593851408257333e-07, 2.399699174901271022e+02, 1.472821111397502880e-01, 1.505825241363244071e-07
3.720000000000000000e+03, 1.930231278233809390e-03, 1.633663756046273567e-07, 2.399702751512277246e+02, 1.472547300341842114e-01, 1.505937469474118408e-07
3.780000000000000000e+03, 1.931097849188751544e-03, 1.633509588829139755e-07, 2.399705176631395886e+02, 1.472276406555309836e-01, 1.505924408745856162e-07
3.840000000000000000e+03, 1.931964419921461959e-03, 1.633503830700489927e-07, 2.399707908684732161e+02, 1.472004738462962814e-01, 1.505994305180679645e-07
3.900000000000000000e+03, 1.932830990375522225e-03, 1.633415742422194980e-07, 2.399709881687060431e+02, 1.471734993088217591e-01, 1.505990315732319995e-07
3.960000000000000000e+03, 1.933697560666565105e-03, 1.633355738459890723e-07, 2.399712110531076519e+02, 1.471464602481242223e-01, 1.506056931967072192e-07
4.020000000000000000e+03, 1.934564130662549735e-03, 1.633197925854682426e-07, 2.399713325114553584e+02, 1.471196778810789363e-01, 1.506008018211811104e-07
4.080000000000000000e+03, 1.935430700567934096e-03, 1.633299223686806482e-07, 2.399714901250018499e+02, 1.470928042161075977e-01, 1.506040682526324188e-07
4.140000000000000000e+03, 1.936297270164282240e-03, 1.633238680955074231e-07, 2.399716528716253663e+02, 1.470659177283974717e-01, 1.506108070209467137e-07
4.200000000000000000e+03, 1.937163839664852614e-03, 1.633146111788332674e-07, 2.399717337804750912e+02, 1.470392382278040977e-01, 1.506082355463819641e-07
4.260000000000000000e+03, 1.938030408997178664e-03, 1.633115212372818108e-07, 2.399718564363509472e+02, 1.470124533139196832e-01, 1.506140878707294872e-07
4.320000000000000000e+03, 1.938896978145996991e-03, 1.632988917902825210e-07, 2.399718837063854835e+02, 1.469859095077973021e-01, 1.506083320777296007e-07
4.380000000000000000e+03, 1.939763547211938036e-03, 1.633138921138985959e-07, 2.399719650939674693e+02, 1.469592290266941437e-01, 1.506124871713055500e-07
4.440000000000000000e+03, 1.940630116037235856e-03, 1.633131807116545490e-07, 2.399720575615318410e+02, 1.469325206437348819e-01, 1.506201792266812059e-07
4.500000000000000000e+03, 1.941496684741387526e-03, 1.632986087061144509e-07, 2.399720885085003772e+02, 1.469059676952674809e-01, 1.506207512724375125e-07
4.560000000000000000e+03, 1.942363253434894283e-03, 1.632987655966393207e-07, 2.399720899735323769e+02, 1.468794892071808300e-01, 1.506187256999440236e-07
4.620000000000000000e+03, 1.943229821851978059e-03, 1.633038324655819996e-07, 2.399721340388768738e+02, 1.468529031969192378e-01, 1.506244460966968735e-07
4.680000000000000000e+03, 1.944096390183291468e-03, 1.632885223542139985e-07, 2.399721315957224874e+02, 1.468264346052387259e-01, 1.506248806192756364e-07
4.740000000000000000e+03, 1.944962958471218575e-03, 1.632924465044826662e-07, 2.399720809748076533e+02, 1.468000875793915028e-01, 1.506196855928505395e-07
4.800000000000000000e+03, 1.945829526584973808e-03, 1.633030171670227992e-07, 2.399721333454168075e+02, 1.467734806816015092e-01, 1.506307106918691647e-07
4.860000000000000000e+03, 1.946696094563069978e-03, 1.632799981261007691e-07, 2.399720800081385619e+02, 1.467471404716601535e-01, 1.506275774856149121e-07
4.920000000000000000e+03, 1.947562662509637115e-03, 1.632797853824099428e-07, 2.399720127035133430e+02, 1.467208354388152558e-01, 1.506235206367088879e-07
4.980000000000000000e+03, 1.948429230371056869e-03, 1.632916006120497641e-07, 2.399719824454583943e+02, 1.466944369353020694e-01, 1.506258746354361839e-07
5.040000000000000000e+03, 1.949295798096327284e-03, 1.632997379986867968e-07, 2.399719720563749377e+02, 1.466679883183295563e-01, 1.506320779275741436e-07
5.100000000000000000e+03, 1.950162365713407550e-03, 1.632811247246765147e-07, 2.399719534299361214e+02, 1.466415604579983656e-01, 1.506379837287601154e-07
5.160000000000000000e+03, 1.951028933298685781e-03, 1.632620764882281041e-07, 2.399717953919707440e+02, 1.466154839140893507e-01, 1.506244676405681760e-07
5.220000000000000000e+03, 1.951895500813952741e-03, 1.632842201495358042e-07, 2.399717433551428769e+02, 1.465891401421789975e-01, 1.506271346248990589e-07
5.280000000000000000e+03, 1.952762068207303118e-03, 1.632900376894822551e-07, 2.399717025733483240e+02, 1.465627679729528954e-01, 1.506321663360698659e-07
5.340000000000000000e+03, 1.953628635522651220e-03, 1.632945721327439231e-07, 2.399716552393879851e+02, 1.465364122722276341e-01, 1.506369254244772936e-07
5.400000000000000000e+03, 1.954495202755758901e-03, 1.632804888480246511e-07, 2.399716130702292674e+02, 1.465100435244671984e-01, 1.506430698398653212e-07
5.460000000000000000e+03, 1.955361769937039983e-03, 1.632623186420037637e-07, 2.399714438002067993e+02, 1.464839947588914559e-01, 1.506313172014834153e-07
5.520000000000000000e+03, 1.956228337063155558e-03, 1.632777394015126959e-07, 2.399713628466449791e+02, 1.464577235148730450e-01, 1.506329592827073905e-07
5.580000000000000000e+03, 1.957094904129007273e-03, 1.632793334865201667e-07, 2.399712765687331455e+02, 1.464314656000054726e-01, 1.506343395401647520e-07
5.640000000000000000e+03, 1.957961471196892084e-03, 1.632872626705587107e-07, 2.399711968397231487e+02, 1.464051911264390993e-01, 1.506371510986314208e-07
5.700000000000000000e+03, 1.958828038066466343e-03, 1.632867212719440226e-07, 2.399711413699305353e+02, 1.463788555498234945e-01, 1.506439404365549870e-07
5.760000000000000000e+03, 1.959694604944743276e-03, 1.632805315505659207e-07, 2.399710173809613991e+02, 1.463526922865225621e-01, 1.506411706072565943e-07
5.820000000000000000e+03, 1.960561171737933758e-03, 1.632848495403846311e-07, 2.399709412001307385e+02, 1.463264086705140521e-01, 1.506457487419071292e-07
5.880000000000000000e+03, 1.961427738454177110e-03, 1.632790802706009686e-07, 2.399708155805408580e+02, 1.463002493086665856e-01, 1.506434877771063548e-07
5.940000000000000000e+03, 1.962294305188734371e-03, 1.632851666654152026e-07, 2.399707181428999547e+02, 1.462740189770338761e-01, 1.506456674289440697e-07
6.000000000000000000e+03, 1.963160871813453279e-03, 1.632758873022805150e-07, 2.399706160304399134e+02, 1.462478003113523717e-01, 1.506474795673442855e-07
6.060000000000000000e+03, 1.964027438386710747e-03, 1.632688372041281330e-07, 2.399704515598347996e+02, 1.462217382780465480e-01, 1.506404957600419753e-07
6.120000000000000000e+03, 1.964894004902192817e-03, 1.632816729090273356e-07, 2.399703489409799033e+02, 1.461955206739380120e-01, 1.506427968396229795e-07
6.180000000000000000e+03, 1.965760571379318849e-03, 1.632820144443625008e-07, 2.399702480108011287e+02, 1.461692987350187434e-01, 1.506455979099798087e-07
6.240000000000000000e+03, 1.966627137801543919e-03, 1.632717027549025620e-07, 2.399701304628644891e+02, 1.461431184483787116e-01, 1.506462123627723653e-07
6.300000000000000000e+03, 1.967493704175512885e-03, 1.632694450419028297e-07, 2.399699634401470121e+02, 1.461170623103558441e-01, 1.506398305366067240e-07
6.360000000000000000e+03, 1.968360270475163262e-03, 1.632854765619014100e-07, 2.399698707045231458e+02, 1.460908194870418619e-01, 1.506444874156979379e-07
6.420000000000000000e+03, 1.969226836745862404e-03, 1.632868526914865605e-07, 2.399697723507779585e+02, 1.460645906848067332e-01, 1.506485165516800288e-07
6.480000000000000000e+03, 1.970093402967400351e-03, 1.632793384391439910e-07, 2.399696635091571295e+02, 1.460383881201621770e-01, 1.506511937676597418e-07
6.540000000000000000e+03, 1.970959969129412129e-03, 1.632751550145092949e-07, 2.399695034632049726e+02, 1.460123139629015687e-01, 1.506465630477007020e-07
6.600000000000000000e+03, 1.971826535255702048e-03, 1.632863895393548255e-07, 2.399693972223427068e+02, 1.459861046539521756e-01, 1.506499388654910417e-07
6.660000000000000000e+03, 1.972693101352087069e-03, 1.632896761824676433e-07, 2.399692846226244285e+02, 1.459599112018988287e-01, 1.506525302318080971e-07
6.720000000000000000e+03, 1.973559667391379738e-03, 1.632858117736093783e-07, 2.399691825098459219e+02, 1.459336913449443551e-01, 1.506567869445523683e-07
6.780000000000000000e+03, 1.974426233380517214e-03, 1.632726206157324761e-07, 2.399690207014330383e+02, 1.459076211026949788e-01, 1.506524490881095638e-07
6.840000000000000000e+03, 1.975292799334145335e-03, 1.632715774304172596e-07, 2.399688649089748083e+02, 1.458815356300497967e-01, 1.506491034420096821e-07
6.900000000000000000e+03, 1.976159365242227423e-03, 1.632676375590612104e-07, 2.399687169253581089e+02, 1.458554304409164781e-01, 1.506470044762169580e-07
6.960000000000000000e+03, 1.977025931115919052e-03, 1.632710577198493637e-07, 2.399685498829942958e+02, 1.458293728881027707e-01, 1.506422185968547285e-07
7.020000000000000000e+03, 1.977892496860077579e-03, 1.632899998806703442e-07, 2.399684514736614744e+02, 1.458031431926255506e-01, 1.506475560566106174e-07
7.080000000000000000e+03, 1.978759062617763478e-03, 1.632978265867699130e-07, 2.399683667398561795e+02, 1.457768791424781940e-01, 1.506549808263229933e-07
7.140000000000000000e+03, 1.979625628346673352e-03, 1.632891997187890698e-07, 2.399682707013523668e+02, 1.457506433354125719e-01, 1.506608349907285480e-07
7.200000000000000000e+03, 1.980492194037588010e-03, 1.632725779264487015e-07, 2.399680981754077891e+02, 1.457245990154468485e-01, 1.506555781471661781e-07
7.260000000000000000e+03, 1.981358759760749443e-03, 1.632660541113720063e-07, 2.399679331634570190e+02, 1.456985357210603960e-01, 1.506514873132281880e-07
7.320000000000000000e+03, 1.982225325373628000e-03, 1.632750085025193827e-07, 2.399677457757678951e+02, 1.456725283026198692e-01, 1.506441847919405624e-07
7.380000000000000000e+03, 1.983091890845636602e-03, 1.633004776233779173e-07, 2.399676791806210474e+02, 1.456462183412567946e-01, 1.506546162144018578e-07
7.440000000000000000e+03, 1.983958456372241722e-03, 1.632933302763996996e-07, 2.399675828906870834e+02, 1.456199826382538753e-01, 1.506607599914203813e-07
7.500000000000000000e+03, 1.984825021865850667e-03, 1.632764341015572371e-07, 2.399674356391741412e+02, 1.455938743729733587e-01, 1.506594962015623940e-07
7.560000000000000000e+03, 1.985691587309271460e-03, 1.632673117384039549e-07, 2.399672444509408251e+02, 1.455678759008212642e-01, 1.506518455505527660e-07
7.620000000000000000e+03, 1.986558152715718357e-03, 1.632845656026904180e-07, 2.399670881456026450e+02, 1.455417899978879159e-01, 1.506493445663173264e-07
7.680000000000000000e+03, 1.987424718038766688e-03, 1.632950188172152103e-07, 2.399670166909245665e+02, 1.455154917439618889e-01, 1.506593123941710630e-07
7.740000000000000000e+03, 1.988291283391722085e-03, 1.632723993125869470e-07, 2.399668632657617593e+02, 1.454893983947590230e-01, 1.506573118320069933e-07
7.800000000000000000e+03, 1.989157848681628957e-03, 1.632772345913043719e-07, 2.399666665806035724e+02, 1.454634130616110077e-01, 1.506490058824590211e-07
7.860000000000000000e+03, 1.990024413829916908e-03, 1.632985812611343821e-07, 2.399665927972491772e+02, 1.454371203444705385e-01, 1.506587421808178336e-07
7.920000000000000000e+03, 1.990890979060816295e-03, 1.632796835041562653e-07, 2.399664665270317698e+02, 1.454109587316235463e-01, 1.506608174504944196e-07
7.980000000000000000e+03, 1.991757544244383751e-03, 1.632769916348166052e-07, 2.399662653067763927e+02, 1.453849842846175744e-01, 1.506519314529201164e-07
8.040000000000000000e+03, 1.992624109271054142e-03, 1.632971077902734820e-07, 2.399661765318677169e+02, 1.453587287407652751e-01, 1.506595574095281032e-07
8.100000000000000000e+03, 1.993490674382457535e-03, 1.632794216557705331e-07, 2.399660511009131483e+02, 1.453325646734379695e-01, 1.506618328194813234e-07
8.160000000000000000e+03, 1.994357239440679077e-03, 1.632788722872945718e-07, 2.399658409634309351e+02, 1.453066120360101687e-01, 1.506517035162087971e-07
8.220000000000000000e+03, 1.995223804352295235e-03, 1.632983096957417126e-07, 2.399657736174608829e+02, 1.452803026754184434e-01, 1.506625423044530857e-07
8.280000000000000000e+03, 1.996090369355352570e-03, 1.632764525960895742e-07, 2.399656156677187653e+02, 1.452542194382351881e-01, 1.506601061056027618e-07
8.340000000000000000e+03, 1.996956934245375757e-03, 1.632846949944470122e-07, 2.399654301684331301e+02, 1.452282048241838042e-01, 1.506536415514512861e-07
8.400000000000000000e+03, 1.997823499100672383e-03, 1.632953141316148198e-07, 2.399653615124570081e+02, 1.452018984556029402e-01, 1.506643442506905797e-07
8.460000000000000000e+03, 1.998690063958941457e-03, 1.632843952796617167e-07, 2.399651754354710818e+02, 1.451758849994461420e-01, 1.506578222082823984e-07
8.520000000000000000e+03, 1.999556628698617462e-03, 1.632937826350010754e-07, 2.399650799287124698e+02, 1.451496454386669577e-01, 1.506646125971424269e-07
8.580000000000000000e+03, 2.000423193499962452e-03, 1.632918204712421608e-07, 2.399649095665489256e+02, 1.451235924912953890e-01, 1.506604207901886608e-07
8.640000000000000000e+03, 2.001289758169537848e-03, 1.632991324466432932e-07, 2.399648275185186037e+02, 1.450973191624958802e-01, 1.506692136762520361e-07
8.700000000000000000e+03, 2.002156322891586893e-03, 1.632877052630032153e-07, 2.399646480723777415e+02, 1.450712885963625631e-01, 1.506637061451691360e-07
8.760000000000000000e+03, 2.003022887476385485e-03, 1.632967704270467970e-07, 2.399645298850956578e+02, 1.450451051646363398e-01, 1.506672091493782561e-07
8.820000000000000000e+03, 2.003889452126911448e-03, 1.632904668290181427e-07, 2.399643842056966605e+02, 1.450189901433472095e-01, 1.506666795371091062e-07
8.880000000000000000e+03, 2.004756016622017464e-03, 1.632887880513508157e-07, 2.399642307652950990e+02, 1.449928943338325560e-01, 1.506650154744196409e-07
8.940000000000000000e+03, 2.005622581197210458e-03, 1.632890827076407389e-07, 2.399640848895885483e+02, 1.449667795352285182e-01, 1.506644694860601016e-07
9.000000000000000000e+03, 2.006489145622372856e-03, 1.632896203333188464e-07, 2.399639364652977349e+02, 1.449406709569310003e-01, 1.506635539047654141e-07
9.060000000000000000e+03, 2.007355710110566866e-03, 1.633031003733933605e-07, 2.399637993390331872e+02, 1.449145341035383006e-01, 1.506643050342368067e-07
9.120000000000000000e+03, 2.008222274473530321e-03, 1.632989580735919084e-07, 2.399637283747802030e+02, 1.448882323807395844e-01, 1.506747965197847778e-07
9.180000000000000000e+03, 2.009088838892087326e-03, 1.632855984561816852e-07, 2.399635020064282287e+02, 1.448623174889377141e-01, 1.506624234752685210e-07
9.240000000000000000e+03, 2.009955403183929287e-03, 1.632937561506480866e-07, 2.399634248949393793e+02, 1.448360308699094545e-01, 1.506720205605479358e-07
9.300000000000000000e+03, 2.010821967499606781e-03, 1.632811567718221141e-07, 2.399631896736397891e+02, 1.448101376695499209e-01, 1.506583447231160524e-07
9.360000000000000000e+03, 2.011688531736278897e-03, 1.633043914483308398e-07, 2.399631189853757007e+02, 1.447838348572695610e-01, 1.506688955365584471e-07
9.420000000000000000e+03, 2.012555095929558207e-03, 1.632885357011991867e-07, 2.399629610427862190e+02, 1.447577490533408506e-01, 1.506666004396223154e-07
9.480000000000000000e+03, 2.013421660137962570e-03, 1.633061172223915121e-07, 2.399628075403024638e+02, 1.447316520611250379e-01, 1.506649600257517273e-07
9.540000000000000000e+03, 2.014288224272152861e-03, 1.633044277068353144e-07, 2.399627667583075663e+02, 1.447052746079629248e-01, 1.506799290623056298e-07
9.600000000000000000e+03, 2.015154788329785035e-03, 1.632751709638167339e-07, 2.399625115626271565e+02, 1.446794302457982129e-01, 1.506633053778007011e-07
9.660000000000000000e+03, 2.016021352477108917e-03, 1.633101944500648819e-07, 2.399623935320683756e+02, 1.446532446588390530e-01, 1.506668943101477520e-07
9.720000000000000000e+03, 2.016887916405549729e-03, 1.633133253624202674e-07, 2.399623301139208991e+02, 1.446269232306176822e-01, 1.506785362863694580e-07
9.780000000000000000e+03, 2.017754480419145079e-03, 1.632888491659439010e-07, 2.399621600708365463e+02, 1.446008667125283365e-01, 1.506744597692640603e-07
9.840000000000000000e+03, 2.018621044439050053e-03, 1.632942086340446794e-07, 2.399619719754973062e+02, 1.445748548923910526e-01, 1.506677188392920644e-07
9.900000000000000000e+03, 2.019487608294171909e-03, 1.633046505609644237e-07, 2.399618757090471490e+02, 1.445486147884390005e-01, 1.506745208302785529e-07
9.960000000000000000e+03, 2.020354172132453937e-03, 1.632934450508173758e-07, 2.399617097701448074e+02, 1.445225476432049905e-01, 1.506710448830427403e-07
1.002000000000000000e+04, 2.021220735973412209e-03, 1.633027468021570044e-07, 2.399615661706068863e+02, 1.444964248726383349e-01, 1.506708631917172973e-07
1.008000000000000000e+04, 2.022087299843984380e-03, 1.633093456811556836e-07, 2.399614580732809088e+02, 1.444702138257630553e-01, 1.506759202680894943e-07
1.014000000000000000e+04, 2.022953863515157026e-03, 1.633044202230528182e-07, 2.399613238195684914e+02, 1.444440676156379666e-01, 1.506771164464071590e-07
1.020000000000000000e+04, 2.023820427248353409e-03, 1.632995737066633348e-07, 2.399611782133954421e+02, 1.444179494569286237e-01, 1.506766352323858376e-07
1.026000000000000000e+04, 2.024686990948023225e-03, 1.632943443157989332e-07, 2.399610171641976990e+02, 1.443918694875036546e-01, 1.506738714045705949e-07
1.032000000000000000e+04, 2.025553554646346462e-03, 1.633010268292507902e-07, 2.399608563674993320e+02, 1.443657887451000599e-01, 1.506711419236147792e-07
1.038000000000000000e+04, 2.026420118214362475e-03, 1.633182727860165726e-07, 2.399607527741611079e+02, 1.443395659662791986e-01, 1.506768605636933473e-07
1.044000000000000000e+04, 2.027286681754970725e-03, 1.633128752949334026e-07, 2.399606624170076827e+02, 1.443133102674207802e-01, 1.506845351037205704e-07
1.050000000000000000e+04, 2.028153245258281986e-03, 1.632969768109884151e-07, 2.399604787755961866e+02, 1.442872857959919264e-01, 1.506784232725726549e-07
1.056000000000000000e+04, 2.029019808764177119e-03, 1.632967729890169805e-07, 2.399603284111186667e+02, 1.442611786586909250e-01, 1.506772258557039065e-07
1.062000000000000000e+04, 2.029886372253698629e-03, 1.632958667639870567e-07, 2.399601507366220972e+02, 1.442351390783648546e-01, 1.506719876544571678e-07
1.068000000000000000e+04, 2.030752935670898651e-03, 1.633097131069606627e-07, 2.399600267714385495e+02, 1.442089662337466549e-01, 1.506746874216937054e-07
1.074000000000000000e+04, 2.031619499035236878e-03, 1.633137807021482513e-07, 2.399599172533307296e+02, 1.441827574811118118e-01, 1.506795223941407984e-07
