# Time (s), V_L (m^3), BOG (kg/s), Tv_avg (K), Q_V (W), BL (kg/s)
1.620000000000000000e+03, 1.888023319434212330e-03, 1.580242349367822964e-07, 2.399125160436325643e+02, 1.486917480743882303e-01, 1.501906989050833058e-07
1.680000000000000000e+03, 1.888450013929641796e-03, 1.579445325549220670e-07, 2.399170818958631912e+02, 1.486670421641251294e-01, 1.502188640263456228e-07
1.740000000000000000e+03, 1.888876706086845512e-03, 1.578700557416270666e-07, 2.399213396672348608e+02, 1.486431248244709513e-01, 1.502449943736698663e-07
1.800000000000000000e+03, 1.889303396055753244e-03, 1.578004282235566523e-07, 2.399253095843292556e+02, 1.486199442148859462e-01, 1.502692108818685284e-07
1.860000000000000000e+03, 1.889730083979698685e-03, 1.577354940258509637e-07, 2.399290113647228679e+02, 1.485974498122981380e-01, 1.502917440154476884e-07
1.920000000000000000e+03, 1.890156769995763155e-03, 1.576747856421244029e-07, 2.399324629668952582e+02, 1.485755956008516510e-01, 1.503127426270486122e-07
1.980000000000000000e+03, 1.890583454224272278e-03, 1.576181453185817429e-07, 2.399356804710190545e+02, 1.485543403744626623e-01, 1.503322456771715949e-07
2.040000000000000000e+03, 1.891010136787062406e-03, 1.575659023997318792e-07, 2.399386806889598631e+02, 1.485336410744072244e-01, 1.503505461602891682e-07
2.100000000000000000e+03, 1.891436817790954125e-03, 1.575169954515222700e-07, 2.399414799382059869e+02, 1.485134559188464876e-01, 1.503680055889909030e-07
2.160000000000000000e+03, 1.891863497336740722e-03, 1.574758333074130883e-07, 2.399440865898136792e+02, 1.484937634135308215e-01, 1.503839757118664409e-07
2.220000000000000000e+03, 1.892290175549206279e-03, 1.574310520417489358e-07, 2.399465470497380863e+02, 1.484744450456296216e-01, 1.504033874070627539e-07
2.280000000000000000e+03, 1.892716852458320095e-03, 1.573810204595689666e-07, 2.399487728046025268e+02, 1.484557264898459517e-01, 1.504119256111964785e-07
2.340000000000000000e+03, 1.893143528176600022e-03, 1.573493037770010331e-07, 2.399508856848613618e+02, 1.484372968554420191e-01, 1.504255643521470456e-07
2.400000000000000000e+03, 1.893570202835110055e-03, 1.573122368959823545e-07, 2.399528423635360639e+02, 1.484192665586256954e-01, 1.504366776762242059e-07
2.460000000000000000e+03, 1.893996876403277862e-03, 1.572799612812897755e-07, 2.399546692744897314e+02, 1.484015680874021526e-01, 1.504477434642317252e-07
2.520000000000000000e+03, 1.894423549000187872e-03, 1.572484092181433640e-07, 2.399563686906887199e+02, 1.483841955552106795e-01, 1.504578587578327256e-07
2.580000000000000000e+03, 1.894850220685359533e-03, 1.572185648650891021e-07, 2.399579482203699854e+02, 1.483671294764809523e-01, 1.504669673300241858e-07
2.640000000000000000e+03, 1.895276891520159121e-03, 1.571905230930067964e-07, 2.399594163363625796e+02, 1.483503481682253156e-01, 1.504752128312092639e-07
2.700000000000000000e+03, 1.895703561554642515e-03, 1.571643748859589787e-07, 2.399607803644499597e+02, 1.483338328794025496e-01, 1.504826450322748083e-07
2.760000000000000000e+03, 1.896130230838249768e-03, 1.571408902790851159e-07, 2.399620490303151428e+02, 1.483175612972973123e-01, 1.504895809072261307e-07
2.820000000000000000e+03, 1.896556899420270663e-03, 1.571210626165572488e-07, 2.399632323641380935e+02, 1.483015077922279490e-01, 1.504965867078867766e-07
2.880000000000000000e+03, 1.896983567336175307e-03, 1.571044954814583951e-07, 2.399643416431365210e+02, 1.482856435658601313e-01, 1.505044657626124837e-07
2.940000000000000000e+03, 1.897410234647937564e-03, 1.570890780496301251e-07, 2.399653797617125974e+02, 1.482699611908109560e-01, 1.505128714009313206e-07
3.000000000000000000e+03, 1.897836901397325455e-03, 1.570739819998885970e-07, 2.399663474959200187e+02, 1.482544586405527554e-01, 1.505212028732219022e-07
3.060000000000000000e+03, 1.898263567617551563e-03, 1.570613678721286149e-07, 2.399672463872847175e+02, 1.482391319392301621e-01, 1.505290162700689007e-07
3.120000000000000000e+03, 1.898690233377596948e-03, 1.570507513688101803e-07, 2.399680927249094395e+02, 1.482239395404228166e-01, 1.505380306773313230e-07
3.180000000000000000e+03, 1.899116898637718447e-03, 1.570299961087056236e-07, 2.399688749359088149e+02, 1.482089108904518227e-01, 1.505460028665923782e-07
3.240000000000000000e+03, 1.899543563471934541e-03, 1.570032877121337143e-07, 2.399695503688387817e+02, 1.481941545834465912e-01, 1.505462604359514140e-07
3.300000000000000000e+03, 1.899970227940130270e-03, 1.569883539636961840e-07, 2.399701721175447062e+02, 1.481795353198737952e-01, 1.505459264874391912e-07
3.360000000000000000e+03, 1.900396891966508626e-03, 1.569787513046240330e-07, 2.399707607396997844e+02, 1.481650007117616685e-01, 1.505474831969163235e-07
3.420000000000000000e+03, 1.900823555613377625e-03, 1.569732135043995874e-07, 2.399713161627558691e+02, 1.481505509196815729e-01, 1.505504790785788481e-07
3.480000000000000000e+03, 1.901250218906022377e-03, 1.569707749013094526e-07, 2.399718540900964854e+02, 1.481361459357936339e-01, 1.505567599246481267e-07
3.540000000000000000e+03, 1.901676881902703139e-03, 1.569639908237344246e-07, 2.399723576990483878e+02, 1.481218285775321997e-01, 1.505635225804350816e-07
3.600000000000000000e+03, 1.902103544616915625e-03, 1.569525519367403556e-07, 2.399728150222313730e+02, 1.481076292880047773e-01, 1.505686865604289492e-07
3.660000000000000000e+03, 1.902530207065177221e-03, 1.569377603855040190e-07, 2.399732197868203798e+02, 1.480935640035637435e-01, 1.505710134029362196e-07
3.720000000000000000e+03, 1.902956869251688993e-03, 1.569234959452095490e-07, 2.399735751667901980e+02, 1.480796246098614044e-01, 1.505706451770147864e-07
3.780000000000000000e+03, 1.903383531176682745e-03, 1.569169188672781946e-07, 2.399738971763472648e+02, 1.480657703154515392e-01, 1.505695917763011463e-07
3.840000000000000000e+03, 1.903810192843915236e-03, 1.569214463618282644e-07, 2.399742197099146210e+02, 1.480519148396551299e-01, 1.505724554461706240e-07
3.900000000000000000e+03, 1.904236854294612388e-03, 1.569269929658161464e-07, 2.399745517323324862e+02, 1.480380353688942607e-01, 1.505802716369677104e-07
3.960000000000000000e+03, 1.904663515565610619e-03, 1.569199963924473749e-07, 2.399748608221450183e+02, 1.480242144034632223e-01, 1.505881383009208118e-07
4.020000000000000000e+03, 1.905090176669149487e-03, 1.569026410664104339e-07, 2.399751042759692723e+02, 1.480105605749818254e-01, 1.505896878514233341e-07
4.080000000000000000e+03, 1.905516837619374579e-03, 1.568858360147604293e-07, 2.399753006606497081e+02, 1.479970266046586047e-01, 1.505873825385069200e-07
4.140000000000000000e+03, 1.905943498363217668e-03, 1.568836990489838993e-07, 2.399754576653625975e+02, 1.479835929028567032e-01, 1.505821337674211120e-07
4.200000000000000000e+03, 1.906370158896523439e-03, 1.568996057551496506e-07, 2.399756726611477688e+02, 1.479700117739506937e-01, 1.505877746854373770e-07
4.260000000000000000e+03, 1.906796819369495745e-03, 1.568978115785548258e-07, 2.399758909738419845e+02, 1.479564223072085960e-01, 1.505962686542381106e-07
4.320000000000000000e+03, 1.907223479680913904e-03, 1.568766898230646339e-07, 2.399760446334498454e+02, 1.479429973633955009e-01, 1.505976731903731311e-07
4.380000000000000000e+03, 1.907650139866646360e-03, 1.568567192784462254e-07, 2.399761285541072766e+02, 1.479297498307505787e-01, 1.505911064880632056e-07
4.440000000000000000e+03, 1.908076799889294210e-03, 1.568629013402602864e-07, 2.399762022355058662e+02, 1.479165283757070126e-01, 1.505849958880865727e-07
4.500000000000000000e+03, 1.908503459731249142e-03, 1.568823638209041594e-07, 2.399763595507424725e+02, 1.479030943250362051e-01, 1.505927308607846898e-07
4.560000000000000000e+03, 1.908930119532436121e-03, 1.568746134509377683e-07, 2.399765032769080619e+02, 1.478896948924824373e-01, 1.506001934005308289e-07
4.620000000000000000e+03, 1.909356779265609146e-03, 1.568545231364646319e-07, 2.399765698049958473e+02, 1.478764917634370069e-01, 1.505981096768853972e-07
4.680000000000000000e+03, 1.909783438858717779e-03, 1.568561124184520317e-07, 2.399766060394639453e+02, 1.478633656678844943e-01, 1.505931285838897396e-07
4.740000000000000000e+03, 1.910210098293251653e-03, 1.568697257215783510e-07, 2.399767118113851154e+02, 1.478500628608074297e-01, 1.505995328257150685e-07
4.800000000000000000e+03, 1.910636757718422790e-03, 1.568597780334545772e-07, 2.399767911184391664e+02, 1.478368273571499247e-01, 1.506034032616710509e-07
4.860000000000000000e+03, 1.911063417070183465e-03, 1.568500919386888911e-07, 2.399768143828162295e+02, 1.478237343011773453e-01, 1.506003923161409965e-07
4.920000000000000000e+03, 1.911490076281923984e-03, 1.568590717584316414e-07, 2.399768538282071120e+02, 1.478106001459993935e-01, 1.506008256625546640e-07
4.980000000000000000e+03, 1.911916735432110008e-03, 1.568697686286596015e-07, 2.399769281514707302e+02, 1.477973773979328609e-01, 1.506073243570236765e-07
5.040000000000000000e+03, 1.912343394584932596e-03, 1.568522279821898225e-07, 2.399769926895350238e+02, 1.477841795416585391e-01, 1.506133837751748672e-07
5.100000000000000000e+03, 1.912770053663058424e-03, 1.568307063274841683e-07, 2.399769260307375021e+02, 1.477713149830179873e-01, 1.506014393017501313e-07
5.160000000000000000e+03, 1.913196712555679429e-03, 1.568514916937102301e-07, 2.399769333337591206e+02, 1.477582625388402793e-01, 1.506009989339810438e-07
5.220000000000000000e+03, 1.913623371436851692e-03, 1.568544370336931507e-07, 2.399769935032692842e+02, 1.477450758304547085e-01, 1.506089682711362376e-07
5.280000000000000000e+03, 1.914050030369882863e-03, 1.568394483305606722e-07, 2.399769707879414966e+02, 1.477320996359040017e-01, 1.506057249595685503e-07
5.340000000000000000e+03, 1.914476689117429811e-03, 1.568530686943226380e-07, 2.399769607569226082e+02, 1.477190912275112844e-01, 1.506049967218436247e-07
5.400000000000000000e+03, 1.914903347823368766e-03, 1.568588009718590323e-07, 2.399770238010144112e+02, 1.477058972722711250e-01, 1.506154468174107813e-07
5.460000000000000000e+03, 1.915330006540905865e-03, 1.568285158311296342e-07, 2.399769855779256318e+02, 1.476929604478098013e-01, 1.506118926807811627e-07
5.520000000000000000e+03, 1.915756665171580156e-03, 1.568321389540910912e-07, 2.399768888125533977e+02, 1.476801722262390260e-01, 1.506004525990191166e-07
5.580000000000000000e+03, 1.916183323673995281e-03, 1.568561711188926647e-07, 2.399769406203807875e+02, 1.476670068257053270e-01, 1.506109617304463152e-07
5.640000000000000000e+03, 1.916609982246861646e-03, 1.568365903936372393e-07, 2.399769247125778406e+02, 1.476540133210160477e-01, 1.506121905565784410e-07
5.700000000000000000e+03, 1.917036640724724362e-03, 1.568370398406985165e-07, 2.399768520815061947e+02, 1.476411637735278726e-01, 1.506056898321460807e-07
5.760000000000000000e+03, 1.917463299122548455e-03, 1.568486681300007545e-07, 2.399768777186264117e+02, 1.476280648171456877e-01, 1.506137894388359944e-07
5.820000000000000000e+03, 1.917889957568065084e-03, 1.568367224152499226e-07, 2.399768261882510387e+02, 1.476151616842872882e-01, 1.506111506267563244e-07
5.880000000000000000e+03, 1.918316615887853726e-03, 1.568454161220368802e-07, 2.399767961455295620e+02, 1.476022040118004086e-01, 1.506119806927344403e-07
5.940000000000000000e+03, 1.918743274219252004e-03, 1.568408926160795939e-07, 2.399767916419143319e+02, 1.475891815311368427e-01, 1.506168406058203903e-07
6.000000000000000000e+03, 1.919169932541449526e-03, 1.568224136109107496e-07, 2.399767054564226498e+02, 1.475763662626237982e-01, 1.506102327473912648e-07
6.060000000000000000e+03, 1.919596590784575533e-03, 1.568431618051545518e-07, 2.399766299064428949e+02, 1.475635239796921627e-01, 1.506054582402976998e-07
6.120000000000000000e+03, 1.920023248971595596e-03, 1.568512258672780158e-07, 2.399766964074401017e+02, 1.475503213676108150e-01, 1.506214687625645846e-07
6.180000000000000000e+03, 1.920449907205936096e-03, 1.568297087042724079e-07, 2.399765733143309774e+02, 1.475375996264423617e-01, 1.506103703097506204e-07
6.240000000000000000e+03, 1.920876565314701048e-03, 1.568472458683319251e-07, 2.399765774388177988e+02, 1.475245552172230190e-01, 1.506178815489940262e-07
6.300000000000000000e+03, 1.921303223530179682e-03, 1.568283810875379290e-07, 2.399765143386536295e+02, 1.475116812694957369e-01, 1.506159136810018690e-07
6.360000000000000000e+03, 1.921729881575716349e-03, 1.568356490876901575e-07, 2.399764173109311969e+02, 1.474988933218767673e-01, 1.506092574185343596e-07
6.420000000000000000e+03, 1.922156539625118630e-03, 1.568426759652112315e-07, 2.399764375348122769e+02, 1.474858080659455783e-01, 1.506197316338476568e-07
6.480000000000000000e+03, 1.922583197687428988e-03, 1.568307533786861305e-07, 2.399763198632228693e+02, 1.474730723903213137e-01, 1.506104741993560819e-07
6.540000000000000000e+03, 1.923009855626697144e-03, 1.568443060276248378e-07, 2.399763241038555748e+02, 1.474600276397045329e-01, 1.506189974905694771e-07
6.600000000000000000e+03, 1.923436513644131507e-03, 1.568356701067306873e-07, 2.399762365366150334e+02, 1.474472155848273180e-01, 1.506144193320881467e-07
6.660000000000000000e+03, 1.923863171533133016e-03, 1.568438632152914535e-07, 2.399762164564569673e+02, 1.474342324570017126e-01, 1.506197403093825605e-07
6.720000000000000000e+03, 1.924289829490596036e-03, 1.568345874003496711e-07, 2.399761460771780719e+02, 1.474213767836943800e-01, 1.506179337251411219e-07
6.780000000000000000e+03, 1.924716487342609337e-03, 1.568449493145192147e-07, 2.399760812422021843e+02, 1.474085070332077918e-01, 1.506170579752976638e-07
6.840000000000000000e+03, 1.925143145217301111e-03, 1.568351138309558127e-07, 2.399760781517971111e+02, 1.473954808105281122e-01, 1.506252266184862921e-07
6.900000000000000000e+03, 1.925569803085451460e-03, 1.568240948356856692e-07, 2.399759054599842898e+02, 1.473828842683773954e-01, 1.506089967249487726e-07
6.960000000000000000e+03, 1.925996460830468535e-03, 1.568459127718612601e-07, 2.399759335445025386e+02, 1.473697790348410253e-01, 1.506218908258789695e-07
7.020000000000000000e+03, 1.926423118668843656e-03, 1.568315663405617709e-07, 2.399758143100455072e+02, 1.473570469746477984e-01, 1.506135891548131838e-07
7.080000000000000000e+03, 1.926849776368134721e-03, 1.568428368542382439e-07, 2.399758061475071429e+02, 1.473440335414870073e-01, 1.506214356440619086e-07
7.140000000000000000e+03, 1.927276434147434268e-03, 1.568401925331643082e-07, 2.399757074197587201e+02, 1.473312494661746797e-01, 1.506162745083428179e-07
7.200000000000000000e+03, 1.927703091854644779e-03, 1.568460070924075351e-07, 2.399757143119572049e+02, 1.473181978811611281e-01, 1.506264647248489250e-07
7.260000000000000000e+03, 1.928129749619936217e-03, 1.568289459552879070e-07, 2.399755893521004282e+02, 1.473054801647084022e-01, 1.506176635292420682e-07
7.320000000000000000e+03, 1.928556407199972633e-03, 1.568384513085166494e-07, 2.399755467072118620e+02, 1.472925539837239839e-01, 1.506208348706712703e-07
7.380000000000000000e+03, 1.928983064904425367e-03, 1.568419536364992925e-07, 2.399754596958286470e+02, 1.472797401019166619e-01, 1.506176541606702864e-07
7.440000000000000000e+03, 1.929409722516610545e-03, 1.568440292338085930e-07, 2.399754570864127743e+02, 1.472667125234664032e-01, 1.506267420142939257e-07
7.500000000000000000e+03, 1.929836380181884550e-03, 1.568297672523240052e-07, 2.399753280259869541e+02, 1.472540050199671047e-01, 1.506175943696634047e-07
7.560000000000000000e+03, 1.930263037680489575e-03, 1.568395128836668014e-07, 2.399752947208138778e+02, 1.472410551057400652e-01, 1.506223511144823127e-07
7.620000000000000000e+03, 1.930689695302054620e-03, 1.568368795818495908e-07, 2.399751955576760736e+02, 1.472282718455771577e-01, 1.506176282089063891e-07
7.680000000000000000e+03, 1.931116352768957574e-03, 1.568420962923405045e-07, 2.399751747555310430e+02, 1.472152902479648695e-01, 1.506242891058756000e-07
7.740000000000000000e+03, 1.931543010319401775e-03, 1.568376574511468119e-07, 2.399750669192195005e+02, 1.472025288647640928e-01, 1.506183979082553670e-07
7.800000000000000000e+03, 1.931969667781511038e-03, 1.568431395600900526e-07, 2.399750547977471626e+02, 1.471895252660212761e-01, 1.506263980611926539e-07
7.860000000000000000e+03, 1.932396325266667186e-03, 1.568393834562801104e-07, 2.399749318464564283e+02, 1.471768020489231943e-01, 1.506183941185274965e-07
7.920000000000000000e+03, 1.932822982698704367e-03, 1.568417806820014337e-07, 2.399749451756551935e+02, 1.471637340335858746e-01, 1.506301507346652465e-07
7.980000000000000000e+03, 1.933249640139666050e-03, 1.568252751718373305e-07, 2.399747660656275912e+02, 1.471511527887124915e-01, 1.506140812865986838e-07
8.040000000000000000e+03, 1.933676297531039361e-03, 1.568519357314485879e-07, 2.399747767330316606e+02, 1.471380914757180747e-01, 1.506255156194135975e-07
8.100000000000000000e+03, 1.934102954871238329e-03, 1.568346922402345934e-07, 2.399746889825881340e+02, 1.471252790676640942e-01, 1.506227287184486119e-07
8.160000000000000000e+03, 1.934529612281240835e-03, 1.568439741308802849e-07, 2.399746128691471370e+02, 1.471124371908005823e-01, 1.506216521087484610e-07
8.220000000000000000e+03, 1.934956269584174691e-03, 1.568417179700270562e-07, 2.399745872616296367e+02, 1.470994675763242221e-01, 1.506279137189394560e-07
8.280000000000000000e+03, 1.935382926944528544e-03, 1.568396857938085888e-07, 2.399744600104632468e+02, 1.470867549369420102e-01, 1.506194766277532562e-07
8.340000000000000000e+03, 1.935809584212782024e-03, 1.568418944860167138e-07, 2.399744728158244698e+02, 1.470736881661121043e-01, 1.506313462031867184e-07
8.400000000000000000e+03, 1.936236241529317847e-03, 1.568224742086104227e-07, 2.399742875611507600e+02, 1.470611220712131073e-01, 1.506145449173123190e-07
8.460000000000000000e+03, 1.936662898818039330e-03, 1.568583132993638747e-07, 2.399742845927815722e+02, 1.470480951373951961e-01, 1.506241679285415344e-07
8.520000000000000000e+03, 1.937089556014753465e-03, 1.568403306039323204e-07, 2.399742567382434117e+02, 1.470351311031133090e-01, 1.506302034470741950e-07
8.580000000000000000e+03, 1.937516213343449482e-03, 1.568351678321831740e-07, 2.399741095327800622e+02, 1.470224686767107325e-01, 1.506189607638951488e-07
8.640000000000000000e+03, 1.937942870435472404e-03, 1.568546952252892864e-07, 2.399741181536790577e+02, 1.470094124211457354e-01, 1.506303126044626294e-07
8.700000000000000000e+03, 1.938369527647409605e-03, 1.568348915390915677e-07, 2.399740200448530345e+02, 1.469966258459725339e-01, 1.506262111460852969e-07
8.760000000000000000e+03, 1.938796184856737348e-03, 1.568484752367632369e-07, 2.399739343194673609e+02, 1.469838079397328690e-01, 1.506239161830630095e-07
8.820000000000000000e+03, 1.939222841948248528e-03, 1.568420160023093569e-07, 2.399739315685645806e+02, 1.469707803794170486e-01, 1.506336601813641882e-07
8.880000000000000000e+03, 1.939649499116683634e-03, 1.568271481553737015e-07, 2.399737484946352026e+02, 1.469582083269723727e-01, 1.506172745874640079e-07
8.940000000000000000e+03, 1.940076156194281464e-03, 1.568572739584205829e-07, 2.399737548136888563e+02, 1.469451578147574211e-01, 1.506283552063705328e-07
9.000000000000000000e+03, 1.940502813224329222e-03, 1.568396522386188180e-07, 2.399736861668635868e+02, 1.469322966434834510e-01, 1.506285769307652135e-07
9.060000000000000000e+03, 1.940929470313301633e-03, 1.568400659747876620e-07, 2.399735852438104473e+02, 1.469195169504775023e-01, 1.506241266435522802e-07
9.120000000000000000e+03, 1.941356127367519077e-03, 1.568551436995857398e-07, 2.399735457942653341e+02, 1.469065819810408680e-01, 1.506285986214266375e-07
9.180000000000000000e+03, 1.941782784345120723e-03, 1.568385247893912827e-07, 2.399735085996344708e+02, 1.468936413026863674e-01, 1.506334056871997191e-07
9.240000000000000000e+03, 1.942209441413476163e-03, 1.568316915554578183e-07, 2.399733403502083888e+02, 1.468810314843826403e-01, 1.506192103760691300e-07
9.300000000000000000e+03, 1.942636098352160589e-03, 1.568584057653209237e-07, 2.399733473643699142e+02, 1.468679791386485189e-01, 1.506304434986090531e-07
9.360000000000000000e+03, 1.943062755271571587e-03, 1.568409786884935995e-07, 2.399732721777045015e+02, 1.468551342956571359e-01, 1.506297586731485331e-07
9.420000000000000000e+03, 1.943489412232749522e-03, 1.568405863413627498e-07, 2.399731785117367906e+02, 1.468423360607400141e-01, 1.506263977299135419e-07
9.480000000000000000e+03, 1.943916069184268083e-03, 1.568564734708721075e-07, 2.399731211419014301e+02, 1.468294461783203608e-01, 1.506283078003931881e-07
9.540000000000000000e+03, 1.944342726040594561e-03, 1.568422063144459488e-07, 2.399731115067135931e+02, 1.468164358089271426e-01, 1.506371499168655582e-07
9.600000000000000000e+03, 1.944769382978103279e-03, 1.568230654413540064e-07, 2.399729151528607929e+02, 1.468038965981041111e-01, 1.506188985943352598e-07
9.660000000000000000e+03, 1.945196039833202439e-03, 1.568610134506066900e-07, 2.399729001139457409e+02, 1.467908998128182041e-01, 1.506269649464081409e-07
9.720000000000000000e+03, 1.945622696688849122e-03, 1.568562786549452650e-07, 2.399728834798432899e+02, 1.467779070453532619e-01, 1.506348046537399780e-07
9.780000000000000000e+03, 1.946049353482555986e-03, 1.568339770670761248e-07, 2.399727927961307330e+02, 1.467651010791371502e-01, 1.506318988808233372e-07
9.840000000000000000e+03, 1.946476010364702521e-03, 1.568367086105257210e-07, 2.399726594495456027e+02, 1.467524026867241538e-01, 1.506228013314093476e-07
9.900000000000000000e+03, 1.946902667111181104e-03, 1.568634708680110987e-07, 2.399726398948699000e+02, 1.467394172239868677e-01, 1.506302273484624152e-07
9.960000000000000000e+03, 1.947329323886919485e-03, 1.568482268278833606e-07, 2.399726228840131625e+02, 1.467264253359470139e-01, 1.506380265025050922e-07
1.002000000000000000e+04, 1.947755980634574427e-03, 1.568268656447073143e-07, 2.399724646579537648e+02, 1.467137895617207088e-01, 1.506253209362855599e-07
1.008000000000000000e+04, 1.948182637405095844e-03, 1.568482059984535913e-07, 2.399723955127672639e+02, 1.467009290891335693e-01, 1.506255531338427545e-07
1.014000000000000000e+04, 1.948609294091001570e-03, 1.568585828423298838e-07, 2.399723643004244593e+02, 1.466879729450039360e-01, 1.506312970223017284e-07
1.020000000000000000e+04, 1.949035950751597029e-03, 1.568542600701772882e-07, 2.399723230324765666e+02, 1.466750421394176218e-01, 1.506355827864273085e-07
1.026000000000000000e+04, 1.949462607409312414e-03, 1.568355356359146666e-07, 2.399722399865586340e+02, 1.466622166348769962e-01, 1.506338011987783736e-07
1.032000000000000000e+04, 1.949889264121852867e-03, 1.568367887549414494e-07, 2.399720966903297779e+02, 1.466495429649267990e-01, 1.506232664971687382e-07
1.038000000000000000e+04, 1.950315920732300073e-03, 1.568605561428144086e-07, 2.399720845729935945e+02, 1.466365385995080373e-01, 1.506317922585499068e-07
1.044000000000000000e+04, 1.950742577305668432e-03, 1.568553738747125683e-07, 2.399720330417872276e+02, 1.466236335630134169e-01, 1.506345928878117876e-07
1.050000000000000000e+04, 1.951169233882707682e-03, 1.568485843263158466e-07, 2.399719728394908032e+02, 1.466107503547784408e-01, 1.506361346609761611e-07
1.056000000000000000e+04, 1.951595890463332823e-03, 1.568362052207838144e-07, 2.399718711129304722e+02, 1.465979717528128889e-01, 1.506316419666013256e-07
1.062000000000000000e+04, 1.952022547069918101e-03, 1.568446929836194654e-07, 2.399717633779150958e+02, 1.465852082433034831e-01, 1.506262756530322069e-07
1.068000000000000000e+04, 1.952449203572736557e-03, 1.568602861383633033e-07, 2.399717450664420824e+02, 1.465722193982061383e-01, 1.506339087890291182e-07
1.074000000000000000e+04, 1.952875860052482541e-03, 1.568553023459619990e-07, 2.399716852735938915e+02, 1.465593350430105801e-01, 1.506355128381142491e-07
