# Time (s), V_L (m^3), BOG (kg/s), Tv_avg (K), Q_V (W), BL (kg/s)
1.080000000000000000e+03, 1.915856300937273217e-03, 1.847269380419451216e-07, 2.398535392437407836e+02, 1.479902612924598182e-01, 1.498773479334202236e-07
1.140000000000000000e+03, 1.918042665444567516e-03, 1.845770888442596032e-07, 2.398617484764525614e+02, 1.479024985575841111e-01, 1.499238603266763959e-07
1.200000000000000000e+03, 1.920229025466038859e-03, 1.844504468888890974e-07, 2.398694594875962878e+02, 1.478160184421835610e-01, 1.499773961181951105e-07
1.260000000000000000e+03, 1.922415381426819401e-03, 1.843076679155014210e-07, 2.398766075804394404e+02, 1.477309832321416494e-01, 1.500234675402240276e-07
1.320000000000000000e+03, 1.924601733498846473e-03, 1.841938774694664414e-07, 2.398832037929010426e+02, 1.476473630132816850e-01, 1.500588314785683771e-07
1.380000000000000000e+03, 1.926788081898298498e-03, 1.840899291308062755e-07, 2.398894727808693688e+02, 1.475645868606627331e-01, 1.501114252968445159e-07
1.440000000000000000e+03, 1.928974427038047685e-03, 1.839613649848636693e-07, 2.398951443121896716e+02, 1.474833377790480404e-01, 1.501379674593517412e-07
1.500000000000000000e+03, 1.931160768800564568e-03, 1.838743672632242801e-07, 2.399004956432917197e+02, 1.474029121046426527e-01, 1.501745748406089398e-07
1.560000000000000000e+03, 1.933347107810616311e-03, 1.837901602203299237e-07, 2.399054369457403482e+02, 1.473235359270585187e-01, 1.502045554019334267e-07
1.620000000000000000e+03, 1.935533443908968526e-03, 1.836987276424259698e-07, 2.399101133305657072e+02, 1.472448409622706955e-01, 1.502454480219653546e-07
1.680000000000000000e+03, 1.937719777513317258e-03, 1.836038487942326575e-07, 2.399142699020740110e+02, 1.471674704317292304e-01, 1.502570935438857184e-07
1.740000000000000000e+03, 1.939906108547951799e-03, 1.835620617371011426e-07, 2.399183151002776242e+02, 1.470903908477917965e-01, 1.502956220104058691e-07
1.800000000000000000e+03, 1.942092437310708559e-03, 1.834721411961194927e-07, 2.399219970725901590e+02, 1.470142376958961661e-01, 1.503217074464695679e-07
1.860000000000000000e+03, 1.944278764013432186e-03, 1.834109897853146726e-07, 2.399253524293970941e+02, 1.469389173264933901e-01, 1.503379881448942654e-07
1.920000000000000000e+03, 1.946465088649685770e-03, 1.833639054971759141e-07, 2.399285754012481959e+02, 1.468639386669103319e-01, 1.503701620013573119e-07
1.980000000000000000e+03, 1.948651411374742893e-03, 1.832865116575116464e-07, 2.399314601824780766e+02, 1.467898201663080937e-01, 1.503860374459393244e-07
2.040000000000000000e+03, 1.950837732400578090e-03, 1.832355813627138572e-07, 2.399341274974894418e+02, 1.467162564024377391e-01, 1.504009602106347651e-07
2.100000000000000000e+03, 1.953024051794253384e-03, 1.831954083967546443e-07, 2.399366208882290152e+02, 1.466431369393308426e-01, 1.504192268340541966e-07
2.160000000000000000e+03, 1.955210369616626562e-03, 1.831617472912862840e-07, 2.399389409137102689e+02, 1.465704597685179300e-01, 1.504390231669044462e-07
2.220000000000000000e+03, 1.957396685963858334e-03, 1.831193479318870419e-07, 2.399411165352964019e+02, 1.464981514009446317e-01, 1.504627890148821746e-07
2.280000000000000000e+03, 1.959583000939377900e-03, 1.830656870039089602e-07, 2.399430417438177017e+02, 1.464264780146552480e-01, 1.504734351122554930e-07
2.340000000000000000e+03, 1.961769314664010486e-03, 1.830348492940394200e-07, 2.399448331426251571e+02, 1.463551455478189489e-01, 1.504863737366554402e-07
2.400000000000000000e+03, 1.963955627209061899e-03, 1.830049233237826870e-07, 2.399464975107659654e+02, 1.462841364994397486e-01, 1.505011442380285915e-07
2.460000000000000000e+03, 1.966141938622372777e-03, 1.829624978640339014e-07, 2.399480221507565716e+02, 1.462134823288019359e-01, 1.505145408570306297e-07
2.520000000000000000e+03, 1.968328248977977216e-03, 1.829291514351786101e-07, 2.399493521857773430e+02, 1.461433203494727773e-01, 1.505172883476007053e-07
2.580000000000000000e+03, 1.970514558336718038e-03, 1.829229337347617192e-07, 2.399506612043516611e+02, 1.460732142033684677e-01, 1.505335190220680062e-07
2.640000000000000000e+03, 1.972700866824521858e-03, 1.828922362323288587e-07, 2.399518578826836972e+02, 1.460033929209467729e-01, 1.505488103115048161e-07
2.700000000000000000e+03, 1.974887174389270209e-03, 1.828595147068917910e-07, 2.399528909463615491e+02, 1.459339846916210826e-01, 1.505546354181506125e-07
2.760000000000000000e+03, 1.977073481160823622e-03, 1.828466558371049422e-07, 2.399538562957481531e+02, 1.458647485800228238e-01, 1.505640289051736260e-07
2.820000000000000000e+03, 1.979259787178351722e-03, 1.828188404983148490e-07, 2.399547563918825972e+02, 1.457956781861192985e-01, 1.505764517867496978e-07
2.880000000000000000e+03, 1.981446092429586109e-03, 1.827860034391232582e-07, 2.399554796611870984e+02, 1.457270526810576783e-01, 1.505747419561491313e-07
2.940000000000000000e+03, 1.983632396975314530e-03, 1.827821456674873718e-07, 2.399561925013847485e+02, 1.456584549622753355e-01, 1.505824437471563645e-07
3.000000000000000000e+03, 1.985818700859465821e-03, 1.827715000204578340e-07, 2.399568469557852666e+02, 1.455900049725125101e-01, 1.505918113990431825e-07
3.060000000000000000e+03, 1.988005004189681308e-03, 1.827501483077446187e-07, 2.399574395910727276e+02, 1.455217110930480950e-01, 1.506016558241290507e-07
3.120000000000000000e+03, 1.990191306955762986e-03, 1.827243473503970198e-07, 2.399579058169707082e+02, 1.454537345575448726e-01, 1.506018677053600245e-07
3.180000000000000000e+03, 1.992377609105088886e-03, 1.827256161871395430e-07, 2.399583414078149985e+02, 1.453858356499522497e-01, 1.506058768063545529e-07
3.240000000000000000e+03, 1.994563910785084482e-03, 1.827161214403826155e-07, 2.399587917636972065e+02, 1.453179008849424247e-01, 1.506197882613400052e-07
3.300000000000000000e+03, 1.996750212016278059e-03, 1.826938483395626037e-07, 2.399590859072942806e+02, 1.452503570892874629e-01, 1.506179965091320406e-07
3.360000000000000000e+03, 1.998936512698185324e-03, 1.826942243060620411e-07, 2.399594123311801468e+02, 1.451827334480558784e-01, 1.506276699273101053e-07
3.420000000000000000e+03, 2.001122813060075573e-03, 1.826839171283621388e-07, 2.399596504768110208e+02, 1.451153307148125016e-01, 1.506306557778294156e-07
3.480000000000000000e+03, 2.003309112915369755e-03, 1.826783679314194757e-07, 2.399598964606146296e+02, 1.450479090060133314e-01, 1.506406462350765162e-07
3.540000000000000000e+03, 2.005495412472609387e-03, 1.826640886582506664e-07, 2.399600404253257011e+02, 1.449807420525234536e-01, 1.506410975017299739e-07
3.600000000000000000e+03, 2.007681711568011854e-03, 1.826566192732968348e-07, 2.399601969774700478e+02, 1.449135440964816335e-01, 1.506484864583862024e-07
3.660000000000000000e+03, 2.009868010430522489e-03, 1.826461962580328935e-07, 2.399602506616574260e+02, 1.448466025671504009e-01, 1.506454808309987765e-07
3.720000000000000000e+03, 2.012054308823822083e-03, 1.826479029257992795e-07, 2.399603621199763381e+02, 1.447795174297157872e-01, 1.506554000795369395e-07
3.780000000000000000e+03, 2.014240606991408566e-03, 1.826338419650824187e-07, 2.399603658754014361e+02, 1.447127004031008302e-01, 1.506535785354971390e-07
3.840000000000000000e+03, 2.016426904858172314e-03, 1.826417668852770937e-07, 2.399604026847200089e+02, 1.446458012300121665e-01, 1.506604667975812548e-07
3.900000000000000000e+03, 2.018613202385974564e-03, 1.826217704933963396e-07, 2.399604128055443937e+02, 1.445789684625494453e-01, 1.506670030227863702e-07
3.960000000000000000e+03, 2.020799499700629605e-03, 1.826069517202485225e-07, 2.399602875849163013e+02, 1.445124718414316778e-01, 1.506569085925924365e-07
4.020000000000000000e+03, 2.022985796728688380e-03, 1.826328916316081893e-07, 2.399602686538104308e+02, 1.444457110966089475e-01, 1.506656016161033001e-07
4.080000000000000000e+03, 2.025172093503080275e-03, 1.826279435790027293e-07, 2.399602487679667036e+02, 1.443789526849396099e-01, 1.506770555167054313e-07
4.140000000000000000e+03, 2.027358390002570107e-03, 1.826144700021626414e-07, 2.399601294793798729e+02, 1.443124407574795931e-01, 1.506765271126769264e-07
4.200000000000000000e+03, 2.029544686311346609e-03, 1.826085989019717574e-07, 2.399600302015279567e+02, 1.442458789577510669e-01, 1.506814670801833923e-07
4.260000000000000000e+03, 2.031730982401403103e-03, 1.825944863257243128e-07, 2.399598445300158573e+02, 1.441795309969626515e-01, 1.506759711832784673e-07
4.320000000000000000e+03, 2.033917278308444970e-03, 1.825979667473958668e-07, 2.399596921685515838e+02, 1.441131001203445339e-01, 1.506775764450139761e-07
4.380000000000000000e+03, 2.036103574008218172e-03, 1.825958459690399928e-07, 2.399595176820179461e+02, 1.440467236693657171e-01, 1.506779346142799597e-07
4.440000000000000000e+03, 2.038289869487485036e-03, 1.825970961341776501e-07, 2.399593498080397751e+02, 1.439803304631130099e-01, 1.506811597246931386e-07
4.500000000000000000e+03, 2.040476164788370284e-03, 1.825941503913072668e-07, 2.399591628921952520e+02, 1.439139839700062373e-01, 1.506833225712773778e-07
4.560000000000000000e+03, 2.042662459890035118e-03, 1.825915370359860221e-07, 2.399589633335488372e+02, 1.438476683066721995e-01, 1.506852478155816329e-07
4.620000000000000000e+03, 2.044848754827003571e-03, 1.825826212709241395e-07, 2.399587481917865546e+02, 1.437813906935615227e-01, 1.506863846409341281e-07
4.680000000000000000e+03, 2.047035049653642309e-03, 1.825867504584924348e-07, 2.399584865013561910e+02, 1.437152275507762589e-01, 1.506820296747551261e-07
4.740000000000000000e+03, 2.049221344141423200e-03, 1.826013497529645159e-07, 2.399583230276553820e+02, 1.436488213649540491e-01, 1.506935708201701853e-07
4.800000000000000000e+03, 2.051407638607036059e-03, 1.825950139659681743e-07, 2.399580797885237189e+02, 1.435826116174833966e-01, 1.506944983278891729e-07
4.860000000000000000e+03, 2.053593932880801512e-03, 1.826048471730486331e-07, 2.399578712286645157e+02, 1.435163157896064690e-01, 1.507017199790028326e-07
4.920000000000000000e+03, 2.055780227061350298e-03, 1.825889447216132056e-07, 2.399576436548577476e+02, 1.434500663569938383e-01, 1.507071802774974617e-07
4.980000000000000000e+03, 2.057966521109704915e-03, 1.825688859924600388e-07, 2.399573031811959538e+02, 1.433840945858499694e-01, 1.506968341491321637e-07
5.040000000000000000e+03, 2.060152814884279836e-03, 1.825983768158856853e-07, 2.399570152211555296e+02, 1.433179927104502593e-01, 1.506952092598925294e-07
5.100000000000000000e+03, 2.062339108604072189e-03, 1.826072276067903339e-07, 2.399568659037614395e+02, 1.432515488848387641e-01, 1.507150789397522723e-07
5.160000000000000000e+03, 2.064525402224164346e-03, 1.825653606376916689e-07, 2.399565096786179481e+02, 1.431856138178162485e-01, 1.507049312359918888e-07
5.220000000000000000e+03, 2.066711695651030859e-03, 1.825871290074505916e-07, 2.399561641892828732e+02, 1.431196515355054044e-01, 1.506971076074229242e-07
5.280000000000000000e+03, 2.068897988952636460e-03, 1.826005299851762856e-07, 2.399559898992347087e+02, 1.430532676194103403e-01, 1.507154887539439271e-07
5.340000000000000000e+03, 2.071084282167868010e-03, 1.825862444812026231e-07, 2.399556132680943392e+02, 1.429873804709296536e-01, 1.507043301366397320e-07
5.400000000000000000e+03, 2.073270575164184830e-03, 1.826025951580151318e-07, 2.399554190674440406e+02, 1.429210444302272398e-01, 1.507209800357947624e-07
5.460000000000000000e+03, 2.075456868150062518e-03, 1.825810130276128304e-07, 2.399550401460719229e+02, 1.428551613905520157e-01, 1.507106028794039964e-07
5.520000000000000000e+03, 2.077643160883906569e-03, 1.825906964077190769e-07, 2.399547760702969583e+02, 1.427889957009857436e-01, 1.507178809644854224e-07
5.580000000000000000e+03, 2.079829453677417301e-03, 1.825862278079770463e-07, 2.399544114824473411e+02, 1.427230759063163601e-01, 1.507106084538702561e-07
5.640000000000000000e+03, 2.082015746214506847e-03, 1.825888199631826577e-07, 2.399541641250621353e+02, 1.426568679124280981e-01, 1.507212965019830434e-07
5.700000000000000000e+03, 2.084202038708416957e-03, 1.825762681648965618e-07, 2.399537489192184125e+02, 1.425910706101795045e-01, 1.507072803642562329e-07
5.760000000000000000e+03, 2.086388331070085193e-03, 1.826069219632365700e-07, 2.399535099363833126e+02, 1.425248407834728559e-01, 1.507200054740360669e-07
5.820000000000000000e+03, 2.088574623199745441e-03, 1.825828607348010383e-07, 2.399532052945147598e+02, 1.424587711405407020e-01, 1.507232528973559489e-07
5.880000000000000000e+03, 2.090760915432245733e-03, 1.825765019965735675e-07, 2.399527965043591848e+02, 1.423929556178857581e-01, 1.507112149556410081e-07
5.940000000000000000e+03, 2.092947207471817887e-03, 1.826065939823000801e-07, 2.399525263664430952e+02, 1.423268000767893282e-01, 1.507202482452460701e-07
6.000000000000000000e+03, 2.095133499301309824e-03, 1.826065641480100560e-07, 2.399522476757906304e+02, 1.422606648284371889e-01, 1.507282798687844401e-07
6.060000000000000000e+03, 2.097319791097562291e-03, 1.825985495290250792e-07, 2.399519269908022352e+02, 1.421946315454129806e-01, 1.507302686254344307e-07
6.120000000000000000e+03, 2.099506082835276947e-03, 1.825911237021168264e-07, 2.399515856001945338e+02, 1.421286480938325492e-01, 1.507293826602037457e-07
6.180000000000000000e+03, 2.101692374399582140e-03, 1.825835022378598837e-07, 2.399512236627848267e+02, 1.420627140182187387e-01, 1.507256234731327832e-07
6.240000000000000000e+03, 2.103878665984845395e-03, 1.825889051330694790e-07, 2.399508576022829516e+02, 1.419967891705830598e-01, 1.507214383778492655e-07
6.300000000000000000e+03, 2.106064957329416201e-03, 1.826013739983176223e-07, 2.399505546143747665e+02, 1.419307096749227448e-01, 1.507269151827947456e-07
6.360000000000000000e+03, 2.108251248614044938e-03, 1.825990122199787147e-07, 2.399502314707837911e+02, 1.418646786158007655e-01, 1.507295323248193444e-07
6.420000000000000000e+03, 2.110437539821765577e-03, 1.825969266615087767e-07, 2.399498968999096178e+02, 1.417986746584491697e-01, 1.507305857537298643e-07
6.480000000000000000e+03, 2.112623830924949177e-03, 1.825964303983060740e-07, 2.399495535933530164e+02, 1.417326912096302793e-01, 1.507304658257114270e-07
6.540000000000000000e+03, 2.114810121896076086e-03, 1.826006631772427065e-07, 2.399492160473694469e+02, 1.416666929547203968e-01, 1.507313430778015396e-07
6.600000000000000000e+03, 2.116996412759221662e-03, 1.826026377548394369e-07, 2.399488930302594270e+02, 1.416006585799467199e-01, 1.507345297045593237e-07
6.660000000000000000e+03, 2.119182703541448894e-03, 1.826001397628838853e-07, 2.399485473200959120e+02, 1.415346786510530142e-01, 1.507344054142573365e-07
6.720000000000000000e+03, 2.121368994229893071e-03, 1.826156485365624627e-07, 2.399482088614646500e+02, 1.414686803052079556e-01, 1.507354740216784104e-07
6.780000000000000000e+03, 2.123555284842261383e-03, 1.826213204218369668e-07, 2.399479526545699173e+02, 1.414024813530679325e-01, 1.507490503692984156e-07
6.840000000000000000e+03, 2.125741575375621716e-03, 1.825969042465708406e-07, 2.399475643192058669e+02, 1.413366026708394452e-01, 1.507427662204774750e-07
6.900000000000000000e+03, 2.127927865783320414e-03, 1.826020735082679794e-07, 2.399471941653082183e+02, 1.412706789704429311e-01, 1.507392975507377281e-07
6.960000000000000000e+03, 2.130114156058913848e-03, 1.826148623985786855e-07, 2.399468591304516281e+02, 1.412046692230213285e-01, 1.507412020246438722e-07
7.020000000000000000e+03, 2.132300446275644211e-03, 1.826154651663254181e-07, 2.399465564058363327e+02, 1.411385803584057075e-01, 1.507480560933206231e-07
7.080000000000000000e+03, 2.134486736460974778e-03, 1.826086943813175495e-07, 2.399461816771327278e+02, 1.410726653209793124e-01, 1.507440750857992467e-07
7.140000000000000000e+03, 2.136673026433854195e-03, 1.826196512276282541e-07, 2.399458608277103053e+02, 1.410066189004720028e-01, 1.507482965093118413e-07
7.200000000000000000e+03, 2.138859316392448598e-03, 1.826131649777432416e-07, 2.399455276600055242e+02, 1.409406015720651162e-01, 1.507506996621728416e-07
7.260000000000000000e+03, 2.141045606222112280e-03, 1.826131853962875191e-07, 2.399451504978115963e+02, 1.408746899635707484e-01, 1.507464763125531705e-07
7.320000000000000000e+03, 2.143231895959479133e-03, 1.826158461317579298e-07, 2.399448432505516848e+02, 1.408086083552202439e-01, 1.507528838256146066e-07
7.380000000000000000e+03, 2.145418185652349461e-03, 1.826129467656528123e-07, 2.399444419845576419e+02, 1.407427533827975141e-01, 1.507450646235803732e-07
7.440000000000000000e+03, 2.147604475174493075e-03, 1.826193811400605850e-07, 2.399441649015113001e+02, 1.406765973587571217e-01, 1.507561115576797252e-07
7.500000000000000000e+03, 2.149790764680494220e-03, 1.826102372306126656e-07, 2.399437341084037030e+02, 1.406108120214792923e-01, 1.507438504762022421e-07
7.560000000000000000e+03, 2.151977054057607145e-03, 1.826408889754765649e-07, 2.399434758655902442e+02, 1.405446090615768417e-01, 1.507578108658858142e-07
7.620000000000000000e+03, 2.154163343297617068e-03, 1.826196868351603272e-07, 2.399431493906065214e+02, 1.404785701869370740e-01, 1.507614292107353158e-07
7.680000000000000000e+03, 2.156349632527375642e-03, 1.826127394066960950e-07, 2.399427345431387835e+02, 1.404127437429273928e-01, 1.507516243875475750e-07
7.740000000000000000e+03, 2.158535921634230793e-03, 1.826346167442299123e-07, 2.399424253006614833e+02, 1.403466617215958501e-01, 1.507578875869351682e-07
7.800000000000000000e+03, 2.160722210610217971e-03, 1.826306508209023947e-07, 2.399421080755986395e+02, 1.402805982321565781e-01, 1.507629490827012381e-07
7.860000000000000000e+03, 2.162908499518111614e-03, 1.826190994308377937e-07, 2.399417414166636036e+02, 1.402146530949070213e-01, 1.507604916415753012e-07
7.920000000000000000e+03, 2.165094788375747717e-03, 1.826203641266264231e-07, 2.399413662511116172e+02, 1.401487275986254000e-01, 1.507567382516178144e-07
7.980000000000000000e+03, 2.167281077128370165e-03, 1.826343548978418015e-07, 2.399410305110109789e+02, 1.400827063648406867e-01, 1.507589922564720251e-07
8.040000000000000000e+03, 2.169467365725939994e-03, 1.826418999559497966e-07, 2.399407286904913690e+02, 1.400166027746978237e-01, 1.507664208690558864e-07
8.100000000000000000e+03, 2.171653654259016273e-03, 1.826429614192574535e-07, 2.399403931060921877e+02, 1.399505796703715832e-01, 1.507687013385591408e-07
8.160000000000000000e+03, 2.173839942713063755e-03, 1.826473761735358437e-07, 2.399400829789081513e+02, 1.398844946215537510e-01, 1.507748661302714856e-07
8.220000000000000000e+03, 2.176026231085264381e-03, 1.826425089206280319e-07, 2.399397357527624024e+02, 1.398184979732017275e-01, 1.507753638076689357e-07
8.280000000000000000e+03, 2.178212519369992876e-03, 1.826384115495445266e-07, 2.399393911059300422e+02, 1.397524943377884132e-01, 1.507762485296513953e-07
8.340000000000000000e+03, 2.180398807543296180e-03, 1.826333949732170516e-07, 2.399390117507367961e+02, 1.396865732026659757e-01, 1.507718180822858064e-07
8.400000000000000000e+03, 2.182585095658157517e-03, 1.826371924826404366e-07, 2.399386627009403696e+02, 1.396205785104051023e-01, 1.507720091939557761e-07
8.460000000000000000e+03, 2.184771383686045024e-03, 1.826334703832311127e-07, 2.399383054843917762e+02, 1.395546025979915727e-01, 1.507709391866573263e-07
8.520000000000000000e+03, 2.186957671622128362e-03, 1.826307856447315457e-07, 2.399379389843152239e+02, 1.394886481134799683e-01, 1.507684341138448047e-07
8.580000000000000000e+03, 2.189143959454567176e-03, 1.826377118384533054e-07, 2.399375799456679488e+02, 1.394226749199544702e-01, 1.507670563313302324e-07
8.640000000000000000e+03, 2.191330247174253301e-03, 1.826536724882975967e-07, 2.399372653646886704e+02, 1.393565944773793586e-01, 1.507724775686944052e-07
8.700000000000000000e+03, 2.193516534827412347e-03, 1.826561265471550920e-07, 2.399369725014004189e+02, 1.392904613490311416e-01, 1.507812196968441381e-07
8.760000000000000000e+03, 2.195702822430699828e-03, 1.826339864692292486e-07, 2.399366174905378841e+02, 1.392244761833168198e-01, 1.507804188337972221e-07
8.820000000000000000e+03, 2.197889109946314819e-03, 1.826285867335706546e-07, 2.399361886308078624e+02, 1.391586667389878018e-01, 1.507682637089972999e-07
8.880000000000000000e+03, 2.200075397268283495e-03, 1.826539138488611795e-07, 2.399358757186736568e+02, 1.390925792791113669e-01, 1.507738875128608317e-07
8.940000000000000000e+03, 2.202261684599221558e-03, 1.826468523898118945e-07, 2.399355713120034466e+02, 1.390264707878839379e-01, 1.507808059346728914e-07
9.000000000000000000e+03, 2.204447971825869781e-03, 1.826420277014605089e-07, 2.399351690175898000e+02, 1.389605952619275275e-01, 1.507726631293980913e-07
9.060000000000000000e+03, 2.206634258920862467e-03, 1.826542977825769239e-07, 2.399348849855309993e+02, 1.388944366561416510e-01, 1.507826841423966141e-07
9.120000000000000000e+03, 2.208820545994369302e-03, 1.826479872453706097e-07, 2.399344963988529571e+02, 1.388285267338398854e-01, 1.507766049579226298e-07
9.180000000000000000e+03, 2.211006832916975577e-03, 1.826558526482822881e-07, 2.399342102086792750e+02, 1.387623718529533146e-01, 1.507862658963502953e-07
9.240000000000000000e+03, 2.213193119762239206e-03, 1.826464834131501518e-07, 2.399338096090816066e+02, 1.386964888906909166e-01, 1.507782911836847049e-07
9.300000000000000000e+03, 2.215379406525507227e-03, 1.826617146663102023e-07, 2.399335138334980684e+02, 1.386303553946700295e-01, 1.507864437328044166e-07
9.360000000000000000e+03, 2.217565693196613726e-03, 1.826506502466859181e-07, 2.399331577187718381e+02, 1.385643648380503468e-01, 1.507852785742972445e-07
9.420000000000000000e+03, 2.219751979788162338e-03, 1.826579847555565008e-07, 2.399327982056205713e+02, 1.384983815509877869e-01, 1.507835662510193482e-07
9.480000000000000000e+03, 2.221938266274873369e-03, 1.826649764712926197e-07, 2.399324990972764624e+02, 1.384322538082873033e-01, 1.507911541558148800e-07
9.540000000000000000e+03, 2.224124552692198064e-03, 1.826483729151713826e-07, 2.399321351860288871e+02, 1.383662793978246153e-01, 1.507887194874815440e-07
9.600000000000000000e+03, 2.226310839091682429e-03, 1.826540227742746594e-07, 2.399317449810393157e+02, 1.383003666143915455e-01, 1.507821970677107878e-07
9.660000000000000000e+03, 2.228497125306475122e-03, 1.826719423057616200e-07, 2.399314580684082614e+02, 1.382342076830623823e-01, 1.507916131770943832e-07
9.720000000000000000e+03, 2.230683411443592102e-03, 1.826665385175286824e-07, 2.399311215998985176e+02, 1.381681657039711686e-01, 1.507933509357228999e-07
9.780000000000000000e+03, 2.232869697513076984e-03, 1.826666228477449933e-07, 2.399307884240828059e+02, 1.381021151437332450e-01, 1.507955766141561869e-07
9.840000000000000000e+03, 2.235055983499501138e-03, 1.826539992510463896e-07, 2.399304376265266114e+02, 1.380361056013957866e-01, 1.507950527258965665e-07
9.900000000000000000e+03, 2.237242269427174978e-03, 1.826491077157099923e-07, 2.399300263791292593e+02, 1.379702385099552397e-01, 1.507851408825890758e-07
9.960000000000000000e+03, 2.239428555229968677e-03, 1.826673803758992253e-07, 2.399297069610819904e+02, 1.379041529654048137e-01, 1.507894266310496287e-07
1.002000000000000000e+04, 2.241614840949036815e-03, 1.826671695595660931e-07, 2.399293846354456434e+02, 1.378380735737242679e-01, 1.507932417266210924e-07
1.008000000000000000e+04, 2.243801126594761712e-03, 1.826680347716146118e-07, 2.399290388106255421e+02, 1.377720490518120622e-01, 1.507933908710825992e-07
1.014000000000000000e+04, 2.245987412094065539e-03, 1.826732661245260948e-07, 2.399287204294061553e+02, 1.377059588302258775e-01, 1.507977752876073398e-07
1.020000000000000000e+04, 2.248173697556321311e-03, 1.826703373887301395e-07, 2.399283794171719251e+02, 1.376399213799857912e-01, 1.507986251907157568e-07
1.026000000000000000e+04, 2.250359982902342803e-03, 1.826748587908535141e-07, 2.399280361506494899e+02, 1.375738884769743264e-01, 1.507991010048317092e-07
1.032000000000000000e+04, 2.252546268183792250e-03, 1.826765901031210569e-07, 2.399277204549525777e+02, 1.375077896717084858e-01, 1.508038382325905882e-07
1.038000000000000000e+04, 2.254732553424797052e-03, 1.826657421189951785e-07, 2.399273572646121693e+02, 1.374418022598047351e-01, 1.508011687497708560e-07
1.044000000000000000e+04, 2.256918838560227018e-03, 1.826640078009928148e-07, 2.399269883447320524e+02, 1.373758275358883951e-01, 1.507975800075122921e-07
1.050000000000000000e+04, 2.259105123563606796e-03, 1.826772829192685845e-07, 2.399266363762071990e+02, 1.373098119920361515e-01, 1.507966014991724561e-07
1.056000000000000000e+04, 2.261291408502924972e-03, 1.826840318534763036e-07, 2.399263584519162009e+02, 1.372436211063456368e-01, 1.508071298118571246e-07
1.062000000000000000e+04, 2.263477693409664173e-03, 1.826665811716267878e-07, 2.399259815944283218e+02, 1.371776626732821303e-01, 1.508022259251136073e-07
1.068000000000000000e+04, 2.265663978147134262e-03, 1.826786907049604332e-07, 2.399256222209341161e+02, 1.371116622072781621e-01, 1.508000177197581828e-07
1.074000000000000000e+04, 2.267850262844027867e-03, 1.826847552380518160e-07, 2.399253368900744761e+02, 1.370454866405087513e-01, 1.508093320616443553e-07
