# Time (s), V_L (m^3), BOG (kg/s), Tv_avg (K), Q_V (W), BL (kg/s)
7.800000000000000000e+02, 1.876330395269065580e-03, 1.535283018039320761e-07, 2.398012229409961549e+02, 1.493341843163339400e-01, 1.495216407455566249e-07
8.400000000000000000e+02, 1.876317235965658864e-03, 1.533026452305929829e-07, 2.398131974711565704e+02, 1.493039405898447247e-01, 1.495868559947615067e-07
9.000000000000000000e+02, 1.876304070717748577e-03, 1.531153781199366621e-07, 2.398243656897169274e+02, 1.492757605141903088e-01, 1.496453638830852710e-07
9.600000000000000000e+02, 1.876290899811219317e-03, 1.529600942914370757e-07, 2.398348888403290289e+02, 1.492492314170456025e-01, 1.497130515809067741e-07
1.020000000000000000e+03, 1.876277723613910091e-03, 1.527953004381071347e-07, 2.398447400093015744e+02, 1.492244221823895711e-01, 1.497793894437355097e-07
1.080000000000000000e+03, 1.876264542526765800e-03, 1.526227260875122825e-07, 2.398538972261291633e+02, 1.492013890425019640e-01, 1.498349976577504190e-07
1.140000000000000000e+03, 1.876251356895216075e-03, 1.524599918001971311e-07, 2.398623993900156961e+02, 1.491800324433628921e-01, 1.498796103382618969e-07
1.200000000000000000e+03, 1.876238167032722847e-03, 1.523255773627735285e-07, 2.398703305125623331e+02, 1.491601373708566769e-01, 1.499197952440300657e-07
1.260000000000000000e+03, 1.876224973155907758e-03, 1.522209454580389518e-07, 2.398778001353713023e+02, 1.491414234702270192e-01, 1.499661287283580946e-07
1.320000000000000000e+03, 1.876211775551565918e-03, 1.521064536634031140e-07, 2.398848383831835349e+02, 1.491238136410034942e-01, 1.500181674381596722e-07
1.380000000000000000e+03, 1.876198574438349463e-03, 1.519592134703152783e-07, 2.398913226590975967e+02, 1.491076216606975202e-01, 1.500539444512568128e-07
1.440000000000000000e+03, 1.876185370163708978e-03, 1.518432904402619560e-07, 2.398972776315719102e+02, 1.490927843933883556e-01, 1.500728390396987086e-07
1.500000000000000000e+03, 1.876172162848527150e-03, 1.517766226237928365e-07, 2.399029639446568183e+02, 1.490786347487384755e-01, 1.501082429154158106e-07
1.560000000000000000e+03, 1.876158952616570211e-03, 1.516953780049058866e-07, 2.399083147885424125e+02, 1.490653437233589729e-01, 1.501469841144991305e-07
1.620000000000000000e+03, 1.876145739720517331e-03, 1.516020608258850914e-07, 2.399132906996875363e+02, 1.490530123208073932e-01, 1.501800380939347273e-07
1.680000000000000000e+03, 1.876132524368274252e-03, 1.515063386588328031e-07, 2.399178931650636741e+02, 1.490416367366939332e-01, 1.502044576702898908e-07
1.740000000000000000e+03, 1.876119306753623248e-03, 1.514259426269178009e-07, 2.399221574807394290e+02, 1.490311266344033214e-01, 1.502223376787824370e-07
1.800000000000000000e+03, 1.876106087008285123e-03, 1.513731328916684509e-07, 2.399261778201311586e+02, 1.490212409843320041e-01, 1.502443860083983606e-07
1.860000000000000000e+03, 1.876092865183727389e-03, 1.513263355408245403e-07, 2.399299987143994315e+02, 1.490118658141723895e-01, 1.502743941453416019e-07
1.920000000000000000e+03, 1.876079641451824064e-03, 1.512645681797389814e-07, 2.399335640308325424e+02, 1.490031447927297192e-01, 1.503019294354498431e-07
1.980000000000000000e+03, 1.876066415971640615e-03, 1.511942964109924154e-07, 2.399368557734960063e+02, 1.489951239806107663e-01, 1.503221706013438367e-07
2.040000000000000000e+03, 1.876053188873822103e-03, 1.511275418609717522e-07, 2.399398847032453546e+02, 1.489877758372907535e-01, 1.503345563105739276e-07
2.100000000000000000e+03, 1.876039960275214082e-03, 1.510829627781310503e-07, 2.399427074152096111e+02, 1.489809555100271021e-01, 1.503452175148169178e-07
2.160000000000000000e+03, 1.876026730291270421e-03, 1.510581042009879566e-07, 2.399454089397541736e+02, 1.489744453646618394e-01, 1.503644805754455472e-07
2.220000000000000000e+03, 1.876013498853180061e-03, 1.510132638386062183e-07, 2.399479701333490311e+02, 1.489682944037485357e-01, 1.503878966960010200e-07
2.280000000000000000e+03, 1.876000266176084709e-03, 1.509471009275259593e-07, 2.399502670520329275e+02, 1.489628198594850073e-01, 1.503961440838947605e-07
2.340000000000000000e+03, 1.875987032384818102e-03, 1.509085403931923406e-07, 2.399523871282298728e+02, 1.489577979487576587e-01, 1.504002315808265468e-07
2.400000000000000000e+03, 1.875973797534724423e-03, 1.508862788159782788e-07, 2.399544311938566068e+02, 1.489529705918205826e-01, 1.504131826986298203e-07
2.460000000000000000e+03, 1.875960561649418898e-03, 1.508603023245502550e-07, 2.399563424843316568e+02, 1.489484830802517978e-01, 1.504255776819947720e-07
2.520000000000000000e+03, 1.875947324756762052e-03, 1.508360157110071748e-07, 2.399581590346671476e+02, 1.489442380639001695e-01, 1.504416384464205110e-07
2.580000000000000000e+03, 1.875934086963177219e-03, 1.507972860609517254e-07, 2.399598310859666697e+02, 1.489403629016269326e-01, 1.504531131493895237e-07
2.640000000000000000e+03, 1.875920848367825314e-03, 1.507555181016885308e-07, 2.399613499475398157e+02, 1.489368798376878023e-01, 1.504576974366500329e-07
2.700000000000000000e+03, 1.875907609047835394e-03, 1.507298391871771012e-07, 2.399627471360589084e+02, 1.489337082041360116e-01, 1.504589064631972547e-07
2.760000000000000000e+03, 1.875894368998996201e-03, 1.507256942726596651e-07, 2.399641065287444803e+02, 1.489306333143563810e-01, 1.504678081464943080e-07
2.820000000000000000e+03, 1.875881128225188746e-03, 1.507188785949622109e-07, 2.399654263129397407e+02, 1.489276598086443637e-01, 1.504832783119167735e-07
2.880000000000000000e+03, 1.875867886801960236e-03, 1.506959852059630095e-07, 2.399666535244134877e+02, 1.489249232516972610e-01, 1.504969354328580857e-07
2.940000000000000000e+03, 1.875854644800056597e-03, 1.506500826939850740e-07, 2.399677565489697031e+02, 1.489225045625633126e-01, 1.505035042519122932e-07
3.000000000000000000e+03, 1.875841402323690692e-03, 1.506138455994849957e-07, 2.399686725974653427e+02, 1.489205644553491525e-01, 1.504933014610413332e-07
3.060000000000000000e+03, 1.875828159350674540e-03, 1.506251686351331908e-07, 2.399696212043165531e+02, 1.489185410141770916e-01, 1.504970612423504038e-07
3.120000000000000000e+03, 1.875814915828564848e-03, 1.506277959147490902e-07, 2.399705820445847166e+02, 1.489164862638388265e-01, 1.505112624518851830e-07
3.180000000000000000e+03, 1.875801671817554353e-03, 1.506069296190668413e-07, 2.399714619817980292e+02, 1.489146385957176022e-01, 1.505220128417053681e-07
3.240000000000000000e+03, 1.875788427447267230e-03, 1.505820860488704516e-07, 2.399722353107231640e+02, 1.489130638032113152e-01, 1.505251004371925071e-07
3.300000000000000000e+03, 1.875775182658387863e-03, 1.505630337273897124e-07, 2.399729495879366539e+02, 1.489116401631842557e-01, 1.505268247648359754e-07
3.360000000000000000e+03, 1.875761937549375469e-03, 1.505497451684563868e-07, 2.399735996788963348e+02, 1.489103808164166654e-01, 1.505259838517570074e-07
3.420000000000000000e+03, 1.875748692108779358e-03, 1.505512735850287891e-07, 2.399742401034326633e+02, 1.489091462133234622e-01, 1.505299368778363771e-07
3.480000000000000000e+03, 1.875735446291374418e-03, 1.505491995377173872e-07, 2.399748757780412802e+02, 1.489079237709822756e-01, 1.505389788407276821e-07
3.540000000000000000e+03, 1.875722200158175647e-03, 1.505311087177461869e-07, 2.399754502548118751e+02, 1.489068579748822896e-01, 1.505446569246680948e-07
3.600000000000000000e+03, 1.875708953770175704e-03, 1.505070889120499925e-07, 2.399759449553720003e+02, 1.489059963788159913e-01, 1.505439586466250920e-07
3.660000000000000000e+03, 1.875695707168341386e-03, 1.504946812364921873e-07, 2.399763811091628725e+02, 1.489052846428261523e-01, 1.505395873264659870e-07
3.720000000000000000e+03, 1.875682460341038553e-03, 1.505038924867746288e-07, 2.399768281212470526e+02, 1.489045451139296983e-01, 1.505411570289701794e-07
3.780000000000000000e+03, 1.875669213229518842e-03, 1.505147906236856593e-07, 2.399773095541609109e+02, 1.489037174810421416e-01, 1.505517470850106014e-07
3.840000000000000000e+03, 1.875655965885359919e-03, 1.505012543080941001e-07, 2.399777583656857587e+02, 1.489029733492445440e-01, 1.505615001004805088e-07
3.900000000000000000e+03, 1.875642718352574104e-03, 1.504751651293731046e-07, 2.399781016756770953e+02, 1.489024992690425597e-01, 1.505597418484148878e-07
3.960000000000000000e+03, 1.875629470694292972e-03, 1.504618935105688255e-07, 2.399784061858607345e+02, 1.489021245039625907e-01, 1.505557740679223700e-07
4.020000000000000000e+03, 1.875616222898451738e-03, 1.504638670348481900e-07, 2.399786942984291045e+02, 1.489017917120212531e-01, 1.505525795377947903e-07
4.080000000000000000e+03, 1.875602974905188781e-03, 1.504737544601353580e-07, 2.399790294281242780e+02, 1.489013385714691440e-01, 1.505590200494733265e-07
4.140000000000000000e+03, 1.875589726721148959e-03, 1.504697232293023516e-07, 2.399793379589907261e+02, 1.489009535177941435e-01, 1.505643766799430838e-07
4.200000000000000000e+03, 1.875576478381576432e-03, 1.504608597149024823e-07, 2.399796174036678167e+02, 1.489006429174534740e-01, 1.505681140811138523e-07
4.260000000000000000e+03, 1.875563229921024724e-03, 1.504466671616412629e-07, 2.399798511963219880e+02, 1.489004491742233482e-01, 1.505676956843603830e-07
4.320000000000000000e+03, 1.875549981378912823e-03, 1.504387756507412333e-07, 2.399800489448087149e+02, 1.489003476941748449e-01, 1.505643386282566778e-07
4.380000000000000000e+03, 1.875536732748711230e-03, 1.504457481787910346e-07, 2.399802558291637240e+02, 1.489002228284922180e-01, 1.505643568775520391e-07
4.440000000000000000e+03, 1.875523483952825981e-03, 1.504528999317739431e-07, 2.399804947975925415e+02, 1.489000158374393645e-01, 1.505708950775571640e-07
4.500000000000000000e+03, 1.875510235032051918e-03, 1.504431279446156460e-07, 2.399807053073703855e+02, 1.488998816944117898e-01, 1.505751685251073130e-07
4.560000000000000000e+03, 1.875496986036363604e-03, 1.504244138559947545e-07, 2.399808609777779509e+02, 1.488998879271736520e-01, 1.505732858385575183e-07
4.620000000000000000e+03, 1.875483736998730111e-03, 1.504153882965736494e-07, 2.399809716681750160e+02, 1.489000092980545809e-01, 1.505665454910805246e-07
4.680000000000000000e+03, 1.875470487938700904e-03, 1.504313221810206906e-07, 2.399811137708690296e+02, 1.489000502592406072e-01, 1.505657667640886203e-07
4.740000000000000000e+03, 1.875457238702882192e-03, 1.504414624954088966e-07, 2.399813235482742186e+02, 1.488999179903958137e-01, 1.505760375944480530e-07
4.800000000000000000e+03, 1.875443989400746303e-03, 1.504294604939331591e-07, 2.399814648689471426e+02, 1.488999609563712023e-01, 1.505778020225024723e-07
4.860000000000000000e+03, 1.875430740014026598e-03, 1.504267574732559883e-07, 2.399815930077990629e+02, 1.489000376659136982e-01, 1.505788790304516806e-07
4.920000000000000000e+03, 1.875417490647932105e-03, 1.504194781483791871e-07, 2.399817119015913249e+02, 1.489001380386984763e-01, 1.505797524146088264e-07
4.980000000000000000e+03, 1.875404241191160146e-03, 1.504115494664696358e-07, 2.399817916869812393e+02, 1.489003385232005594e-01, 1.505760782181189277e-07
5.040000000000000000e+03, 1.875390991701128985e-03, 1.504177752029378131e-07, 2.399818853454620182e+02, 1.489005034948497064e-01, 1.505753631150597412e-07
5.100000000000000000e+03, 1.875377742117321925e-03, 1.504240598984915750e-07, 2.399820062790515749e+02, 1.489005986482198618e-01, 1.505794589401130620e-07
5.160000000000000000e+03, 1.875364492468864323e-03, 1.504188439350243756e-07, 2.399821129109281799e+02, 1.489007304120393838e-01, 1.505823605693562774e-07
5.220000000000000000e+03, 1.875351242784541964e-03, 1.504075460523128079e-07, 2.399821857042920215e+02, 1.489009487970278933e-01, 1.505812183207752287e-07
5.280000000000000000e+03, 1.875337993099508585e-03, 1.504017580578837646e-07, 2.399822321096773123e+02, 1.489012347305070649e-01, 1.505770450452425080e-07
5.340000000000000000e+03, 1.875324743405776652e-03, 1.504107564399094176e-07, 2.399822953193616968e+02, 1.489014776468672863e-01, 1.505759675760495552e-07
5.400000000000000000e+03, 1.875311493617183101e-03, 1.504204429350114619e-07, 2.399824014640881273e+02, 1.489016106570306974e-01, 1.505816763876835991e-07
5.460000000000000000e+03, 1.875298243766854644e-03, 1.504124491078327185e-07, 2.399824882569797353e+02, 1.489017932059588101e-01, 1.505852226366199107e-07
5.520000000000000000e+03, 1.875284993905730353e-03, 1.503946704166960172e-07, 2.399825259705565372e+02, 1.489021013914588465e-01, 1.505823158586104277e-07
5.580000000000000000e+03, 1.875271744077570361e-03, 1.503888741328649301e-07, 2.399825245734947146e+02, 1.489025096944748827e-01, 1.505743441620351919e-07
5.640000000000000000e+03, 1.875258494255124114e-03, 1.504050702143016302e-07, 2.399825751776549794e+02, 1.489027848794127196e-01, 1.505743001864145464e-07
5.700000000000000000e+03, 1.875245244327028221e-03, 1.504162233962305546e-07, 2.399826700714587560e+02, 1.489029466895113729e-01, 1.505810487142272129e-07
5.760000000000000000e+03, 1.875231994409978613e-03, 1.504143522545955178e-07, 2.399827467899710882e+02, 1.489031550251317393e-01, 1.505856279428152934e-07
5.820000000000000000e+03, 1.875218744418845037e-03, 1.504077421097874042e-07, 2.399828034340864917e+02, 1.489034147508131178e-01, 1.505877379761780196e-07
5.880000000000000000e+03, 1.875205494423704466e-03, 1.503975579508358578e-07, 2.399828284453724052e+02, 1.489037554535860008e-01, 1.505856996937316198e-07
5.940000000000000000e+03, 1.875192244436282981e-03, 1.503945107893026892e-07, 2.399828367846684216e+02, 1.489041388349803541e-01, 1.505816274953861752e-07
6.000000000000000000e+03, 1.875178994446341377e-03, 1.504025550840880583e-07, 2.399828678690418258e+02, 1.489044639902647460e-01, 1.505811341567060979e-07
6.060000000000000000e+03, 1.875165744395012679e-03, 1.504087277455566228e-07, 2.399829268289486777e+02, 1.489047177870587435e-01, 1.505849316144966044e-07
6.120000000000000000e+03, 1.875152494313614502e-03, 1.504033793065099614e-07, 2.399829719962186516e+02, 1.489050068924882286e-01, 1.505870419691626444e-07
6.180000000000000000e+03, 1.875139244229415180e-03, 1.503929043039890716e-07, 2.399829867282444980e+02, 1.489053739104589380e-01, 1.505850668566327382e-07
6.240000000000000000e+03, 1.875125994176346771e-03, 1.503900894168413682e-07, 2.399829814926753215e+02, 1.489057920437076021e-01, 1.505804853805994332e-07
6.300000000000000000e+03, 1.875112744125993205e-03, 1.504017136325215260e-07, 2.399830066946871057e+02, 1.489061322574561363e-01, 1.505804879991342653e-07
6.360000000000000000e+03, 1.875099494001600990e-03, 1.504088640241952216e-07, 2.399830703661729103e+02, 1.489063739919007923e-01, 1.505862077221356420e-07
6.420000000000000000e+03, 1.875086243847662966e-03, 1.503977867529744771e-07, 2.399831040521624743e+02, 1.489066924889430044e-01, 1.505878426397819390e-07
6.480000000000000000e+03, 1.875072993710516630e-03, 1.503920628074643863e-07, 2.399830923481056573e+02, 1.489071271834001842e-01, 1.505831769059251056e-07
6.540000000000000000e+03, 1.875059743637470713e-03, 1.503947740801663928e-07, 2.399831197538599667e+02, 1.489074617547788137e-01, 1.505842796140830842e-07
6.600000000000000000e+03, 1.875046493536907961e-03, 1.503938148908686792e-07, 2.399831175833251393e+02, 1.489078720422488400e-01, 1.505813185442679610e-07
6.660000000000000000e+03, 1.875033243440817976e-03, 1.504052312548136561e-07, 2.399831568573960112e+02, 1.489081762306681544e-01, 1.505844371289368282e-07
6.720000000000000000e+03, 1.875019993260766508e-03, 1.504065777848628785e-07, 2.399832038868009079e+02, 1.489084605672554573e-01, 1.505888083907598742e-07
6.780000000000000000e+03, 1.875006743075640324e-03, 1.503982333897649033e-07, 2.399832252284934384e+02, 1.489088106647115939e-01, 1.505896412818657197e-07
6.840000000000000000e+03, 1.874993492901793528e-03, 1.503892220480843619e-07, 2.399832178423686742e+02, 1.489092343058606160e-01, 1.505864922959282786e-07
6.900000000000000000e+03, 1.874980242751338178e-03, 1.503903682694850908e-07, 2.399832044224905587e+02, 1.489096733930840577e-01, 1.505825978511689956e-07
6.960000000000000000e+03, 1.874966992587800843e-03, 1.504002978882468859e-07, 2.399832269211477183e+02, 1.489100205275408206e-01, 1.505839483049424128e-07
7.020000000000000000e+03, 1.874953742378414551e-03, 1.504028694151522630e-07, 2.399832643687549307e+02, 1.489103293928768224e-01, 1.505875382815827260e-07
7.080000000000000000e+03, 1.874940492159127108e-03, 1.503950670484029526e-07, 2.399832808297733777e+02, 1.489106919850652355e-01, 1.505882231834629554e-07
7.140000000000000000e+03, 1.874927241955647332e-03, 1.503854463756597568e-07, 2.399832679543206098e+02, 1.489111296800745277e-01, 1.505848029202764069e-07
7.200000000000000000e+03, 1.874913991805251395e-03, 1.503887864130445016e-07, 2.399832476489914370e+02, 1.489115863947255147e-01, 1.505804036793661057e-07
7.260000000000000000e+03, 1.874900741620527450e-03, 1.504026578778216685e-07, 2.399832806580663487e+02, 1.489119066211539721e-01, 1.505837047087980490e-07
7.320000000000000000e+03, 1.874887491378602732e-03, 1.504044922730528622e-07, 2.399833230274770131e+02, 1.489122028855240920e-01, 1.505884166157829191e-07
7.380000000000000000e+03, 1.874874241199841465e-03, 1.503975846327732576e-07, 2.399833389743524776e+02, 1.489125667917520768e-01, 1.505894186634953140e-07
7.440000000000000000e+03, 1.874860990973605153e-03, 1.503885586115088674e-07, 2.399833344457067597e+02, 1.489129831187669950e-01, 1.505875566520287597e-07
7.500000000000000000e+03, 1.874847740836014295e-03, 1.503857370915956875e-07, 2.399833079149631203e+02, 1.489134557710513063e-01, 1.505826081655675978e-07
7.560000000000000000e+03, 1.874834490646455458e-03, 1.503971291753264347e-07, 2.399833159948798311e+02, 1.489138398177599354e-01, 1.505826632566927665e-07
7.620000000000000000e+03, 1.874821240415125130e-03, 1.504052163953986510e-07, 2.399833566835345664e+02, 1.489141403830394061e-01, 1.505874320184290042e-07
7.680000000000000000e+03, 1.874807990167058841e-03, 1.504009322331943803e-07, 2.399833844398592646e+02, 1.489144740567936165e-01, 1.505904000246172877e-07
7.740000000000000000e+03, 1.874794739928791138e-03, 1.503911253656369554e-07, 2.399833821306025072e+02, 1.489148847020631550e-01, 1.505891145823622457e-07
7.800000000000000000e+03, 1.874781489713155938e-03, 1.503862159274539807e-07, 2.399833593623962713e+02, 1.489153477246610013e-01, 1.505849462008260432e-07
7.860000000000000000e+03, 1.874768239521444960e-03, 1.503932223547087051e-07, 2.399833526572212463e+02, 1.489157696229575500e-01, 1.505831136078726971e-07
7.920000000000000000e+03, 1.874754989284841723e-03, 1.504013707209649475e-07, 2.399833822946654323e+02, 1.489160984796421283e-01, 1.505865135167114629e-07
7.980000000000000000e+03, 1.874741739021861149e-03, 1.503974944500031528e-07, 2.399834037446574939e+02, 1.489164482979996318e-01, 1.505887771147035451e-07
8.040000000000000000e+03, 1.874728488770781645e-03, 1.503881330205404058e-07, 2.399833969799569786e+02, 1.489168703503365998e-01, 1.505870389151149964e-07
8.100000000000000000e+03, 1.874715238560286214e-03, 1.503849163295742656e-07, 2.399833732307385503e+02, 1.489173358850391649e-01, 1.505829023788191085e-07
8.160000000000000000e+03, 1.874701988375952581e-03, 1.503935645514643439e-07, 2.399833719165775392e+02, 1.489177439812154335e-01, 1.505820012174480698e-07
8.220000000000000000e+03, 1.874688738172105695e-03, 1.504024301597436877e-07, 2.399834047827054349e+02, 1.489180645696612237e-01, 1.505860127261449210e-07
8.280000000000000000e+03, 1.874675487912540791e-03, 1.504037029638159529e-07, 2.399834322499403925e+02, 1.489183989816299791e-01, 1.505892766914433922e-07
8.340000000000000000e+03, 1.874662237702789339e-03, 1.503943602315368520e-07, 2.399834533107806749e+02, 1.489187497934299220e-01, 1.505916474748657477e-07
8.400000000000000000e+03, 1.874648987481957125e-03, 1.503812364263713031e-07, 2.399834113296120677e+02, 1.489192620066854822e-01, 1.505850266972006372e-07
8.460000000000000000e+03, 1.874635737285406051e-03, 1.503906139513772276e-07, 2.399833938354075542e+02, 1.489197115275986694e-01, 1.505819265378861850e-07
8.520000000000000000e+03, 1.874622487046496500e-03, 1.504030259315165013e-07, 2.399834258312699262e+02, 1.489200343439027741e-01, 1.505859201931699369e-07
8.580000000000000000e+03, 1.874609236786220360e-03, 1.504025109653234239e-07, 2.399834582488034869e+02, 1.489203560808345095e-01, 1.505899914000076773e-07
8.640000000000000000e+03, 1.874595986526985704e-03, 1.503934836992654760e-07, 2.399834630552345516e+02, 1.489207485085478067e-01, 1.505901313676443268e-07
8.700000000000000000e+03, 1.874582736291481415e-03, 1.503856067018316023e-07, 2.399834411220990376e+02, 1.489212093955720739e-01, 1.505864636596278949e-07
8.760000000000000000e+03, 1.874569486085872483e-03, 1.503894277072613387e-07, 2.399834209709411539e+02, 1.489216657196592852e-01, 1.505830648129723096e-07
8.820000000000000000e+03, 1.874556235854857658e-03, 1.503994519845891297e-07, 2.399834418413034030e+02, 1.489220170186897896e-01, 1.505855436464763564e-07
8.880000000000000000e+03, 1.874542985587946634e-03, 1.503986940468968235e-07, 2.399834664263186426e+02, 1.489223588079907623e-01, 1.505885658032749436e-07
8.940000000000000000e+03, 1.874529735325494717e-03, 1.503898509210622211e-07, 2.399834648871010359e+02, 1.489227674822320990e-01, 1.505878646727579643e-07
9.000000000000000000e+03, 1.874516485098895197e-03, 1.503853180903998247e-07, 2.399834411999003692e+02, 1.489232328606493461e-01, 1.505840079754448023e-07
9.060000000000000000e+03, 1.874503234944411168e-03, 1.503914804916085331e-07, 2.399834356476140158e+02, 1.489236518064356030e-01, 1.505827538773992867e-07
9.120000000000000000e+03, 1.874489984712918861e-03, 1.504050773601724817e-07, 2.399834559294472456e+02, 1.489240046114654048e-01, 1.505852023707445869e-07
9.180000000000000000e+03, 1.874476734495093572e-03, 1.504094173334133018e-07, 2.399835164730019414e+02, 1.489242543332901236e-01, 1.505934153679858412e-07
9.240000000000000000e+03, 1.874463484236178106e-03, 1.503913336636214920e-07, 2.399835137941814480e+02, 1.489246659248738003e-01, 1.505925982699531605e-07
9.300000000000000000e+03, 1.874450234009383863e-03, 1.503807131703574298e-07, 2.399834719731432813e+02, 1.489251777322864456e-01, 1.505861930781286593e-07
9.360000000000000000e+03, 1.874436983810307900e-03, 1.503878850729554932e-07, 2.399834443018371530e+02, 1.489256533114325098e-01, 1.505818178532443351e-07
9.420000000000000000e+03, 1.874423733579118085e-03, 1.504015652618138699e-07, 2.399834709377983017e+02, 1.489259898469703636e-01, 1.505852129346641664e-07
9.480000000000000000e+03, 1.874410483318631393e-03, 1.504027883824406420e-07, 2.399835042434092998e+02, 1.489263093064263355e-01, 1.505895676749544897e-07
9.540000000000000000e+03, 1.874397233060234825e-03, 1.503944950390450017e-07, 2.399835123146806382e+02, 1.489266933741514587e-01, 1.505903207612414765e-07
9.600000000000000000e+03, 1.874383982820507352e-03, 1.503857717167422042e-07, 2.399834919882648023e+02, 1.489271501494717487e-01, 1.505870196202243774e-07
9.660000000000000000e+03, 1.874370732616459671e-03, 1.503881315362755461e-07, 2.399834679125158630e+02, 1.489276165236504690e-01, 1.505831875612023501e-07
9.720000000000000000e+03, 1.874357482389292246e-03, 1.503984039071425615e-07, 2.399834842934763515e+02, 1.489279793146017772e-01, 1.505851437581327737e-07
9.780000000000000000e+03, 1.874344232129646244e-03, 1.503992300038034785e-07, 2.399835095211637963e+02, 1.489283194553344125e-01, 1.505883690375045146e-07
9.840000000000000000e+03, 1.874330981871412958e-03, 1.503904996169738710e-07, 2.399835116800415165e+02, 1.489287186607525793e-01, 1.505883006164026852e-07
9.900000000000000000e+03, 1.874317731643473581e-03, 1.503847870412882781e-07, 2.399834855553355624e+02, 1.489291902823312030e-01, 1.505841927757775995e-07
9.960000000000000000e+03, 1.874304481496554681e-03, 1.503909812796376279e-07, 2.399834781962215970e+02, 1.489296138543602932e-01, 1.505827711662137341e-07
1.002000000000000000e+04, 1.874291231271899352e-03, 1.504047925464860061e-07, 2.399834972203335894e+02, 1.489299698770475966e-01, 1.505851244954831403e-07
1.008000000000000000e+04, 1.874277981060059294e-03, 1.504091348311310320e-07, 2.399835577897279393e+02, 1.489302195259229189e-01, 1.505934199765611612e-07
1.014000000000000000e+04, 1.874264730807116263e-03, 1.503907362567344770e-07, 2.399835533789296278e+02, 1.489306355519099401e-01, 1.505924292315852372e-07
1.020000000000000000e+04, 1.874251480583879938e-03, 1.503805083950209258e-07, 2.399835107506310976e+02, 1.489311494302360261e-01, 1.505859779387321702e-07
1.026000000000000000e+04, 1.874238230391914607e-03, 1.503881372102330783e-07, 2.399834839492872618e+02, 1.489316227843007490e-01, 1.505817917294928066e-07
1.032000000000000000e+04, 1.874224980161929557e-03, 1.504017169355280126e-07, 2.399835113635284074e+02, 1.489319573240046046e-01, 1.505853581314707860e-07
1.038000000000000000e+04, 1.874211729908164918e-03, 1.504023764123306225e-07, 2.399835439255255380e+02, 1.489322786834835766e-01, 1.505896626166950083e-07
1.044000000000000000e+04, 1.874198479654440395e-03, 1.503935818910343025e-07, 2.399835497322647484e+02, 1.489326685481835721e-01, 1.505901444695814539e-07
1.050000000000000000e+04, 1.874185229424760223e-03, 1.503853677292164752e-07, 2.399835273011682659e+02, 1.489331307140161209e-01, 1.505865916499390170e-07
1.056000000000000000e+04, 1.874171979224795864e-03, 1.503888577584449162e-07, 2.399835054726442820e+02, 1.489335913363840636e-01, 1.505831268010102852e-07
1.062000000000000000e+04, 1.874158729003289493e-03, 1.503989942079400244e-07, 2.399835242708165879e+02, 1.489339479359751695e-01, 1.505854712341377830e-07
1.068000000000000000e+04, 1.874145478750782095e-03, 1.503984440472256507e-07, 2.399835486363647306e+02, 1.489342902810726899e-01, 1.505886130869643682e-07
1.074000000000000000e+04, 1.874132228498864069e-03, 1.503921094463689851e-07, 2.399835455490059815e+02, 1.489347029187435001e-01, 1.505878320382561877e-07
